municipality,year,depression,involuntary_care,psychotic,Bankruptcies instigated, number of enterprises,bankruptcy_ratio,type_of_debt_x,mean_debt_euro_buisiness,income,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance,type_of_debt_y,mean_debt_euro_housing,type_of_debt_x,mean_debt_euro_other,pop_rate,poverty_rate,type_of_debt_y,mean_debt_euro_study,type_of_debt,mean_debt_euro_total
Uurainen,2012,0.548904067457241,-0.805291744549362,-0.200775626374013,2,6,0.333333333333333,Loans charged on business activities or a source of income,3783,33349,0,0,0,0,5,144,47,21,450,134,0,4,6.5,4,119,4,8.375,2621,199,4,0,157,0,156,22,5,0,54,Housing loans,50416,Other debts,12117,10.3,16.3,Study loans,485,Debts total,66801
Uurainen,2013,0.167470381823382,-1.10986981467045,-0.220828511407384,1,5,0.2,Loans charged on business activities or a source of income,3208,33528,0,0,0,0,5,128,50,30,443,135,0,4,6.5,4,117,4,8.375,2609,186,8,0,172,0,159,17,5,0,57,Housing loans,49876,Other debts,11327,10.3,15.4,Study loans,476,Debts total,64887
Uurainen,2014,0.0125082456772199,-0.872639197438687,-0.0198961783988609,0,0,0,Loans charged on business activities or a source of income,3229,33394,0,0,0,0,9,132,71,36,449,138,0,4,6.5,4,95,4,8.375,2627,191,8,0,178,0,168,23,5,0,55,Housing loans,49875,Other debts,11959,10.4,14.4,Study loans,483,Debts total,65546
Uurainen,2015,0.0460839747580432,-0.779601955761358,-0.445519773959827,1,3,0.333333333333333,Loans charged on business activities or a source of income,2576,33762,0,0,0,0,4,135,85,40,451,137,0,4,6.5,4,88,4,8.375,2607,172,8,0,190,0,170,24,5,0,50,Housing loans,50081,Other debts,13795,10.5,14.2,Study loans,.,Debts total,66452
Uurainen,2016,-0.149866915557916,-0.965951592107819,-0.438205967273809,0,0,0,Loans charged on business activities or a source of income,3430,35115,0,0,0,0,4,137,73,34,455,127,0,4,6.5,4,91,4,8.375,2386,182,8,0,218,0,174,25,5,0,59,Housing loans,51508,Other debts,13599,10.7,14.4,Study loans,.,Debts total,68537
Uurainen,2017,-0.508741616849658,-0.669288916379244,-0.558561476540475,0,0,0,Loans charged on business activities or a source of income,2904,35449,0,0,0,0,6,154,59,19,458,133,0,4,6.5,4,84,4,0,2351,172,5,0,201,0,164,26,5,0,40,Housing loans,49325,Other debts,13983,10.8,15.3,Study loans,.,Debts total,66211
Uurainen,2018,0.140116807814687,-0.810668449427074,-0.376708907041344,4,16,0.25,Loans charged on business activities or a source of income,3694,36546,36.15384615,467.6153846,0,101.0769231,4,84.58333333,28.76923077,9.307692308,445.6153846,79.30769231,0,4.5,6.5,4,59.09090909,7.5,35,1124.307692,46,5,63.07692308,118.6923077,170.1538462,57.92307692,9.333333333,5,82.07692308,11.71428571,Housing loans,48835,Other debts,14640,10.9,15,Study loans,.,Debts total,67168
Uurainen,2019,1.00404912358861,-0.740525559362751,-0.429199672352457,0,0,0,Loans charged on business activities or a source of income,3741,36761,38,457.6923077,0,100.9230769,4,72.46153846,37.76923077,12.76923077,439.6153846,75.69230769,0,4.5,6.5,4,54.15384615,7.5,32.76923077,1126.846154,53,5,60.30769231,107.1538462,168.2307692,47.92307692,10,5,70.30769231,11,Housing loans,47951,Other debts,15951,10.6,15.5,Study loans,.,Debts total,67643
Uurainen,2020,0.902930959195006,-1.88746901004209,-0.650248788916058,0,0,0,Loans charged on business activities or a source of income,4361,36675,41.69230769,479.8461538,0,98.69230769,6,67.45454545,40.46153846,15.69230769,432.7692308,60.23076923,0,4.5,6.5,4,57.30769231,13,38.46153846,1077.461538,50.53846154,5,72.23076923,110.2307692,179.6923077,52,12.5,5,70.76923077,11,Housing loans,47456,Other debts,15976,10.5,15.4,Study loans,.,Debts total,67793
Uurainen,2021,1.75645411383703,-1.82733049208152,-0.853732538937334,0,0,0,Loans charged on business activities or a source of income,4873,37522,36.76923077,462,0,86.92307692,6,65.08333333,51,14.23076923,425.9230769,60.30769231,0,4.5,6.5,4,56.5,13.5,38.61538462,1075.230769,58.61538462,0,69.23076923,101.4615385,159.6923077,55.46153846,10.33333333,5,66.38461538,11.57142857,Housing loans,47977,Other debts,14586,10.4,14.4,Study loans,.,Debts total,67437
Uurainen,2022,2.35855270458376,-2.09371341355876,-0.872052662181893,2,5,0.4,Loans charged on business activities or a source of income,4596,36706,28.23076923,450.4615385,0,86.46153846,5,75.75,51.76923077,14.84615385,412.1538462,58.07692308,0,4,6.5,4,47.69230769,13,34.61538462,1099.615385,78.69230769,0,70.92307692,97.38461538,158.5384615,44.30769231,9.5,5,63,10.2,Housing loans,44353,Other debts,13999,10.3,14.5,Study loans,.,Debts total,62947
Uusikaupunki,2008,-0.275212219865598,0.906201080594419,0.288110567910393,12,37,0.324324324324324,Loans charged on business activities or a source of income,2588,30137,32.875,0,0,0,18,176,329,195,1680,322,0,5,5,4,603,9.5,35.125,12602,1072,42,71.75,482,0,346,47,5,0,124,Housing loans,23984,Other debts,9522,31.6,15.4,Study loans,304,Debts total,36398
Uusikaupunki,2009,-0.317270982506812,0.830669748069241,0.411256894436013,7,22,0.318181818181818,Loans charged on business activities or a source of income,2623,29440,0,0,0,0,19,162,274,170,1634,327,0,5,10,10,634,9.5,35.125,12662,1060,43,71.75,565,0,337,56,5,0,140,Housing loans,25295,Other debts,9898,31.6,15.3,Study loans,306,Debts total,38123
Uusikaupunki,2010,-0.498529862456616,0.855558728620701,0.348050096035035,6,18,0.333333333333333,Loans charged on business activities or a source of income,2442,29132,0,0,0,0,10,161,263,155,1603,340,0,5,10,8,611,9.5,35.125,12611,957,46,71.75,601,0,401,65,5,0,162,Housing loans,26569,Other debts,10049,31.5,15.1,Study loans,304,Debts total,39364
Uusikaupunki,2011,-0.344216417593739,0.70884794213908,0.274537759208492,7,16,0.4375,Loans charged on business activities or a source of income,2293,29837,0,0,0,0,16,151,244,149,1563,339,0,5,10,11,521,9.5,35.125,12634,965,43,0,614,0,403,52,5,0,137,Housing loans,27168,Other debts,11060,31.2,14.6,Study loans,296,Debts total,40817
Uusikaupunki,2012,-0.311666827369809,0.475719382283646,0.412118831073602,13,59,0.220338983050847,Loans charged on business activities or a source of income,2425,29237,0,0,0,0,15,163,276,169,1509,353,0,5,10,6,496,9.5,35.125,12447,1039,44,0,593,0,367,52,5,0,143,Housing loans,27394,Other debts,10279,30.8,13.6,Study loans,281,Debts total,40380
Uusikaupunki,2013,-0.367202151556186,0.534841690026055,0.373248351511676,5,25,0.2,Loans charged on business activities or a source of income,2488,28927,0,0,0,0,13,167,290,151,1486,383,0,5,10,5,476,9.5,35.125,12383,931,30,0,658,0,374,62,5,0,129,Housing loans,27935,Other debts,10140,30.8,13,Study loans,266,Debts total,40828
Uusikaupunki,2014,-0.286215909186356,0.309619725349012,0.165372109365132,11,89,0.123595505617978,Loans charged on business activities or a source of income,2127,29985,0,0,0,0,12,161,293,131,1466,372,0,5,4,10,469,9.5,35.125,12478,914,16,0,750,0,358,54,5,0,147,Housing loans,28157,Other debts,10608,31,11.5,Study loans,322,Debts total,41214
Uusikaupunki,2015,-0.0232393123196244,0.494509485979176,0.178554556213288,8,14,0.571428571428571,Loans charged on business activities or a source of income,2123,30578,0,0,0,0,8,148,286,140,1444,351,0,5,4,10,419,9.5,35.125,12430,965,22,0,692,0,430,64,5,0,135,Housing loans,28589,Other debts,11610,30.9,10.9,Study loans,.,Debts total,42322
Uusikaupunki,2016,-0.352254975523737,0.241079295812634,0.0925623036169087,10,38,0.263157894736842,Loans charged on business activities or a source of income,2165,30020,0,0,0,0,9,152,258,101,1421,358,0,5,4,7,398,9.5,35.125,11280,887,15,0,705,0,370,77,5,0,122,Housing loans,28906,Other debts,11900,30.7,10.5,Study loans,.,Debts total,42971
Uusikaupunki,2017,0.208539287940194,-0.0776712048397985,0.283589144566759,8,29,0.275862068965517,Loans charged on business activities or a source of income,2070,31630,0,0,0,0,14,136,252,93,1415,348,0,5,4,8,423,9,0,11233,968,25,0,933,0,340,79,5,0,111,Housing loans,28204,Other debts,12918,31.3,9.7,Study loans,.,Debts total,43192
Uusikaupunki,2018,0.526644084456634,-0.0844374435028908,0.237838695056696,7,29,0.241379310344828,Loans charged on business activities or a source of income,2588,32583,165.9230769,1886.153846,5.5,582.1538462,7,46.58333333,131.5384615,26.61538462,1331.923077,165.5384615,0,10,4,4.5,191.6153846,11.83333333,221.3076923,5646.615385,254.0769231,6.153846154,261.5384615,334.7692308,892,112.2307692,12.77777778,5,359.8461538,16.09090909,Housing loans,28133,Other debts,12168,31.2,10.1,Study loans,.,Debts total,42889
Uusikaupunki,2019,0.968952671687523,-0.429821501156804,0.520264048293398,3,23,0.130434782608696,Loans charged on business activities or a source of income,2594,32834,162.6923077,1834.230769,5.923076923,577.2307692,8.8,41,138.1538462,30.69230769,1317.384615,147.0769231,0,7.5,4,4.5,177.1538462,13.2,204.7692308,5721.692308,259.3846154,11.46153846,268.6923077,317.0769231,900.3846154,104.6923077,11.36363636,5,377.2307692,14.84615385,Housing loans,27561,Other debts,12645,30.9,10.4,Study loans,.,Debts total,42800
Uusikaupunki,2020,0.731378708201942,-0.628533881783672,0.340716303870296,8,37,0.216216216216216,Loans charged on business activities or a source of income,2405,31041,177.5384615,1942.615385,5.769230769,567.8461538,10,53.18181818,145.3076923,32.61538462,1312,135,0,9.5,4,4.5,189.8461538,11,265.8461538,5509.538462,243.2307692,8.076923077,322,440.6923077,976.2307692,120.1538462,10.1,5,405,16.30769231,Housing loans,27484,Other debts,13205,30.6,10.5,Study loans,.,Debts total,43094
Uusikaupunki,2021,1.11369580059688,-0.73812760518539,0.437689388978603,5,30,0.166666666666667,Loans charged on business activities or a source of income,2279,31651,175.5384615,1902.692308,4,561.8461538,8,63.58333333,167.8461538,40,1304.615385,123.8461538,0,10,4,4.5,231.5384615,13.57142857,244.8461538,5689.615385,289,6.076923077,325.3076923,404.4615385,977.3076923,123.4615385,13,5,410.1538462,16.61538462,Housing loans,26714,Other debts,12783,30.7,11.2,Study loans,.,Debts total,41776
Uusikaupunki,2022,1.16336648354911,-1.29338593417395,0.348835169331883,9,40,0.225,Loans charged on business activities or a source of income,2275,30340,156,1839.846154,4,543.1538462,5.5,87.58333333,193.1538462,50.38461538,1274.615385,110.6153846,0,7.5,4,4.5,218.6153846,10.58333333,220.8461538,5834,445.3076923,13,326.9230769,346,948.4615385,114.0769231,14.08333333,5,404.1538462,15.53846154,Housing loans,24848,Other debts,11418,30,11.4,Study loans,.,Debts total,38542
Vaala,2008,0.395723627028421,0.843486372357232,1.33874598865615,5,13,0.384615384615385,Loans charged on business activities or a source of income,2185,20061,157.375,0,0,0,9,49,73,45,318,59,0,8,7,4.5,130,6,204,2701,233,6,312.75,191,0,57,8,5.5,0,26,Housing loans,13195,Other debts,12318,2.7,21.1,Study loans,379,Debts total,28077
Vaala,2009,0.410274354698611,0.170331396364411,1.79961599700346,1,24,0.0416666666666667,Loans charged on business activities or a source of income,1773,19781,0,0,0,0,9,43,68,43,314,55,0,8,7,4.5,132,6,204,2655,199,4,312.75,190,0,56,7,5.5,0,16,Housing loans,14174,Other debts,14543,2.6,20.5,Study loans,380,Debts total,30871
Vaala,2010,0.602243404228117,-0.0993730480062992,1.35805863825077,0,0,0,Loans charged on business activities or a source of income,2045,20363,0,0,0,0,5,40,73,47,301,46,0,8,7,4.5,137,6,204,2602,192,6,312.75,191,0,55,7,5.5,0,20,Housing loans,14808,Other debts,15387,2.6,20.6,Study loans,373,Debts total,32614
Vaala,2011,0.683439028062682,0.411487601493822,1.60263908330686,4,36,0.111111111111111,Loans charged on business activities or a source of income,2032,20658,0,0,0,0,5,35,62,36,283,51,0,8,7,4.5,138,6,204,2612,219,6,0,169,0,65,7,5.5,0,31,Housing loans,14874,Other debts,15905,2.5,18.4,Study loans,401,Debts total,33212
Vaala,2012,0.575307733722804,0.289004144394844,0.839910935603545,2,5,0.4,Loans charged on business activities or a source of income,1922,20045,0,0,0,0,6,37,78,30,268,49,0,8,7,4.5,125,6,204,2524,197,6,0,154,0,63,5,5.5,0,17,Housing loans,14992,Other debts,15151,2.5,17.3,Study loans,359,Debts total,32423
Vaala,2013,0.526492071299295,1.00435602508931,1.05316179926382,3,3,1,Loans charged on business activities or a source of income,2281,19263,0,0,0,0,5,41,90,40,251,43,0,8,7,4.5,108,6,204,2467,207,5,0,172,0,42,4,5.5,0,21,Housing loans,14608,Other debts,14798,2.5,16.5,Study loans,319,Debts total,32005
Vaala,2014,1.10925070022531,0.29430619788315,0.834351998751961,5,12,0.416666666666667,Loans charged on business activities or a source of income,4009,18851,0,0,0,0,5,39,99,55,243,45,0,8,7,4.5,103,6,204,2428,227,6,0,181,0,60,8,5.5,0,21,Housing loans,13751,Other debts,13292,2.4,14.6,Study loans,342,Debts total,31393
Vaala,2015,0.627259731197735,-0.336582984778165,0.946364432511348,1,1,1,Loans charged on business activities or a source of income,2688,18980,0,0,0,0,5,43,93,46,232,47,0,8,7,4.5,91,6,204,2378,202,6,0,170,0,50,5,5.5,0,17,Housing loans,14049,Other debts,15004,2.4,15.6,Study loans,.,Debts total,31742
Vaala,2016,0.592127199832246,-0.25911262265156,1.37819366420973,2,6,0.333333333333333,Loans charged on business activities or a source of income,1533,19156,0,0,0,0,5,53,88,39,233,49,0,8,7,4.5,119,6,204,2193,181,5,0,180,0,60,8,5.5,0,26,Housing loans,13791,Other debts,16667,2.3,16.6,Study loans,.,Debts total,31991
Vaala,2017,1.21474170928634,0.979323890600942,1.471887114847,0,0,0,Loans charged on business activities or a source of income,1694,18984,0,0,0,0,5,44,81,31,225,38,0,8,7,4.5,101,6,0,2053,193,5,0,158,0,48,7,5.5,0,16,Housing loans,13278,Other debts,14990,2.3,17,Study loans,.,Debts total,29963
Vaala,2018,1.49163318150842,0.418615000981957,1.52237015783437,0,0,0,Loans charged on business activities or a source of income,2876,18949,31.23076923,665.0769231,0,141.5384615,4,16.18181818,41.84615385,14,208.6153846,19.46153846,0,8,7,4.5,52.07692308,5,45.84615385,1164,50.38461538,4,84.30769231,77.30769231,277.9230769,21.07692308,7,5.5,83.61538462,11,Housing loans,11811,Other debts,13901,2.2,16.4,Study loans,.,Debts total,28588
Vaala,2019,1.9748294393987,0.0699858904757209,1.77927986446837,2,4,0.5,Loans charged on business activities or a source of income,2801,19198,35.23076923,648.4615385,0,134.9230769,8,14.90909091,46.46153846,17.53846154,196,14.61538462,0,8,7,4.5,51.08333333,5,40.38461538,1148.769231,56.53846154,4,87.38461538,73.30769231,266.6923077,17.69230769,7,5.5,79,19,Housing loans,11190,Other debts,12352,2.1,18.2,Study loans,.,Debts total,26344
Vaala,2020,1.70668196321122,-0.147482578928303,1.90638330914869,0,0,0,Loans charged on business activities or a source of income,2135,19147,36.61538462,682.6923077,0,131.6923077,8,16.33333333,46.53846154,11.53846154,187.7692308,14.84615385,0,4,7,4.5,43.91666667,5,46.23076923,1103.538462,46.07692308,4,105.9230769,86.69230769,280.4615385,15.76923077,7,5.5,74.15384615,9,Housing loans,11144,Other debts,15439,2.1,17,Study loans,.,Debts total,28718
Vaala,2021,2.51488336656117,-0.0081486113413889,1.8570698504792,1,1,1,Loans charged on business activities or a source of income,2883,20147,28.30769231,654.3846154,0,128.4615385,8,10.5,41.30769231,9.153846154,176.2307692,13.92307692,0,4,7,4.5,44.08333333,7,42.53846154,1082.230769,47.15384615,4,101.1538462,71.30769231,255.6153846,13.07692308,7,5.5,65.69230769,9.5,Housing loans,10812,Other debts,12841,2.1,15.9,Study loans,.,Debts total,26536
Vaala,2022,2.75467850164532,-0.477451083024082,1.74851255917218,1,6,0.166666666666667,Loans charged on business activities or a source of income,2699,19192,24.53846154,638.1538462,0,130.3076923,8,13.875,39.23076923,12.38461538,168.6923077,15.38461538,0,4,7,4.5,43,4,34.53846154,1108.230769,75.30769231,4,98.07692308,55.38461538,240.6923077,16.61538462,5,5.5,55.61538462,13,Housing loans,9941,Other debts,10278,2,16.7,Study loans,.,Debts total,22917
Vaasa,2008,0.292006499788353,0.707673580225405,-0.929344679440921,35,113,0.309734513274336,Loans charged on business activities or a source of income,1708,36542,21,0,0,0,66,110,940,672,6402,1440,0,4,79,4.5,5264,5,32.125,42519,3620,201,86.5,2709,0,1734,252,4,0,725,Housing loans,33124,Other debts,8674,173.7,14.4,Study loans,979,Debts total,44486
Vaasa,2009,0.363100716759651,0.30885334841912,-1.06217847182267,39,96,0.40625,Loans charged on business activities or a source of income,1881,36409,0,0,0,0,54,101,978,668,6387,1480,0,4,61,76,5400,5,32.125,43083,3488,173,86.5,2891,0,1864,292,4,0,719,Housing loans,34630,Other debts,8847,175.3,14.2,Study loans,981,Debts total,46339
Vaasa,2010,0.395665682405736,0.117853611637976,-1.09130148794171,31,216,0.143518518518519,Loans charged on business activities or a source of income,1885,35985,0,0,0,0,38,114,897,560,6359,1513,0,4,42,110,5594,5,32.125,43266,3366,174,86.5,3048,0,1850,286,4,0,702,Housing loans,36557,Other debts,8673,176.5,14.6,Study loans,978,Debts total,48094
Vaasa,2011,0.412337323220329,0.314815828182803,-1.39765606048548,34,184,0.184782608695652,Loans charged on business activities or a source of income,1631,36049,0,0,0,0,35,145,879,536,6343,1566,0,4,40,90,5718,5,32.125,44134,3482,169,0,3147,0,1876,368,4,0,650,Housing loans,37157,Other debts,8658,178.8,15.2,Study loans,959,Debts total,48405
Vaasa,2012,0.610950713271668,0.322251637103602,-1.24691604696153,39,79,0.493670886075949,Loans charged on business activities or a source of income,1725,36157,0,0,0,0,57,171,923,505,6369,1537,0,4,45,123,5882,5,32.125,44711,3647,179,0,3304,0,1892,412,4,0,723,Housing loans,37547,Other debts,7967,180.3,14.4,Study loans,973,Debts total,48213
Vaasa,2013,0.421442850140635,0.0486796512274485,-1.17787291953829,29,77,0.376623376623377,Loans charged on business activities or a source of income,1931,35958,0,0,0,0,56,358,1045,563,6981,1740,0,4,31,135,6223,5,32.125,48082,3790,176,0,3678,0,2111,497,4,0,727,Housing loans,37776,Other debts,7540,182.1,14.1,Study loans,1002,Debts total,48250
Vaasa,2014,0.40914097458003,0.261567872988887,-1.04608782644188,40,99,0.404040404040404,Loans charged on business activities or a source of income,1959,35446,0,0,0,0,68,369,1103,582,7019,1739,0,4,23,151,6399,5,32.125,48616,3766,154,0,4026,0,2014,459,4,0,767,Housing loans,37568,Other debts,7800,183.7,14.4,Study loans,1081,Debts total,48407
Vaasa,2015,0.511532663273246,-0.140670771437699,-1.03101810252262,29,97,0.298969072164948,Loans charged on business activities or a source of income,2199,35229,0,0,0,0,65,386,1183,615,7059,1708,0,4,15,175,6638,5,32.125,48693,3803,150,0,4338,0,2199,481,4,0,736,Housing loans,38147,Other debts,9236,185.5,14.5,Study loans,.,Debts total,49581
Vaasa,2016,0.411394422849984,0.0860643998722113,-1.02688266634463,41,296,0.138513513513514,Loans charged on business activities or a source of income,2312,34674,0,0,0,0,57,331,1089,499,7052,1704,0,4,13,200,6623,5,32.125,43285,3449,113,0,4733,0,2031,473,4,0,669,Housing loans,37783,Other debts,9586,185.5,14.9,Study loans,.,Debts total,49681
Vaasa,2017,0.695775333796154,0.355465179730635,-0.992220748683504,25,108,0.231481481481481,Loans charged on business activities or a source of income,2318,34246,0,0,0,0,48,345,1047,384,6962,1642,0,8,11,172,6542,108,0,42481,3415,99,0,4721,0,1927,455,4,0,613,Housing loans,37208,Other debts,10355,184.8,15.3,Study loans,.,Debts total,49881
