municipality,year,depression,involuntary_care,psychotic,Bankruptcies instigated, number of enterprises,bankruptcy_ratio,type_of_debt_x,mean_debt_euro_buisiness,income,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance,type_of_debt_y,mean_debt_euro_housing,type_of_debt_x,mean_debt_euro_other,pop_rate,poverty_rate,type_of_debt_y,mean_debt_euro_study,type_of_debt,mean_debt_euro_total
Tuusniemi,2017,1.19057556130935,1.56450278036771,1.32311088043731,2,6,0.333333333333333,Loans charged on business activities or a source of income,3102,18753,0,0,0,0,14.125,58,39,17,184,28,0,63.625,173.8333333,4,53,59.75,0,2020,151,4,0,147,0,42,9,14.75,0,14,Housing loans,19729,Other debts,11332,4.8,22.6,Study loans,.,Debts total,34163
Tuusniemi,2018,1.6276046708263,1.61680145238889,1.76649792688955,1,1,1,Loans charged on business activities or a source of income,3426,19036,33.46153846,633.9230769,3.666666667,140.3076923,14.125,34.16666667,16.46153846,8.153846154,167.6923077,17.61538462,0,63.625,173.8333333,4,34.5,5,48.84615385,1119.307692,44.61538462,4,110.6923077,86.46153846,181.9230769,13.30769231,7,14.75,70.69230769,10,Housing loans,19136,Other debts,9813,4.7,20.9,Study loans,.,Debts total,32375
Tuusniemi,2019,1.91693510765301,1.74361376597503,1.88666565114202,3,13,0.230769230769231,Loans charged on business activities or a source of income,3456,19611,35.92307692,619.8461538,3.636363636,139.4615385,4,24.16666667,20.38461538,9.083333333,158.1538462,13.53846154,0,63.625,173.8333333,4,38.81818182,5,44.69230769,1131.153846,54.23076923,4,106.6153846,83.61538462,181.1538462,12.84615385,6,14.75,66.07692308,7.5,Housing loans,18552,Other debts,9964,4.6,21.4,Study loans,.,Debts total,31972
Tuusniemi,2020,1.9831396541737,2.24172142773046,1.53058310806626,1,1,1,Loans charged on business activities or a source of income,3110,18813,33.76923077,664.5384615,4,139.3076923,4,27.4,16.92307692,6.25,151.1538462,12.46153846,0,63.625,173.8333333,4,35.90909091,7,47.69230769,1102.615385,50.23076923,4,123.4615385,86,190.6923077,14.07692308,6.5,14.75,68.61538462,15,Housing loans,17549,Other debts,10422,4.5,21.2,Study loans,.,Debts total,31080
Tuusniemi,2021,2.90885784004923,1.52656858172346,1.478322046764,3,24,0.125,Loans charged on business activities or a source of income,3368,19483,26.69230769,663.0769231,4,131.0769231,4,27.58333333,24,7.272727273,151.7692308,11.84615385,0,63.625,173.8333333,4,35.72727273,7,43.61538462,1100.076923,48.84615385,4,125.2307692,74.46153846,188.2307692,12.23076923,6.5,14.75,58.07692308,12,Housing loans,16597,Other debts,9477,4.5,21.6,Study loans,.,Debts total,29443
Tuusniemi,2022,3.03837388934949,1.87628292448286,1.75871774801572,0,0,0,Loans charged on business activities or a source of income,2409,18799,23.46153846,652.4615385,4,125.6923077,4,34.5,27.38461538,9.153846154,154.5384615,12.23076923,0,63.625,173.8333333,4,35.81818182,7,43.15384615,1121.230769,56.53846154,4,125.6923077,70.92307692,186.2307692,13.46153846,5.5,14.75,58.23076923,8,Housing loans,15246,Other debts,7926,4.4,19.9,Study loans,.,Debts total,25581
Tuusula,2008,0.0458825043861963,0.504388748422504,-0.705905301063615,31,93,0.333333333333333,Loans charged on business activities or a source of income,1771,56133,18.5,0,0,0,20,470,530,385,5209,1448,0,4,13,4,1007,7,44.875,28103,2276,22,119.25,649,0,1201,223,14.75,0,428,Housing loans,65140,Other debts,13881,165.7,6.7,Study loans,467,Debts total,81259
Tuusula,2009,0.0189191276283923,0.539111159132135,-0.499333625731668,38,204,0.186274509803922,Loans charged on business activities or a source of income,2020,55237,0,0,0,0,16,503,557,396,5233,1466,0,4,11,19,1038,7,44.875,28298,2296,38,119.25,836,0,1227,242,14.75,0,450,Housing loans,67328,Other debts,14334,167.5,6.5,Study loans,444,Debts total,84126
Tuusula,2010,0.0224422377403644,0.25631334664584,-0.667619501891543,33,103,0.320388349514563,Loans charged on business activities or a source of income,2138,55308,0,0,0,0,21,568,535,334,5266,1457,0,4,13,12,1107,7,44.875,28974,2294,29,119.25,857,0,1320,252,14.75,0,449,Housing loans,69325,Other debts,13803,169.5,6.2,Study loans,440,Debts total,85707
Tuusula,2011,0.191916003145633,0.306777113825357,-0.83010729298841,31,187,0.165775401069519,Loans charged on business activities or a source of income,2008,55275,0,0,0,0,29,631,561,334,5227,1520,0,4,8,12,1139,7,44.875,29470,2307,32,0,842,0,1289,234,14.75,0,432,Housing loans,69317,Other debts,13845,171.6,6,Study loans,441,Debts total,85610
Tuusula,2012,0.17622051205503,0.452567304788063,-0.926629176654243,37,189,0.195767195767196,Loans charged on business activities or a source of income,2121,55390,0,0,0,0,24,682,571,329,5238,1473,0,4,11,17,1144,7,44.875,29595,2372,30,0,887,0,1193,256,14.75,0,414,Housing loans,70023,Other debts,12886,172.8,5.7,Study loans,426,Debts total,85457
Tuusula,2013,-0.0162976257712475,0.288938612272704,-0.770137042706692,28,124,0.225806451612903,Loans charged on business activities or a source of income,2421,54564,0,0,0,0,33,679,610,360,5196,1459,0,4,11,22,1127,7,44.875,29569,2257,29,0,1070,0,1173,255,14.75,0,390,Housing loans,69361,Other debts,12265,173.7,5.6,Study loans,416,Debts total,84463
Tuusula,2014,0.136157365322926,0.327840714833903,-1.15879606838945,27,95,0.284210526315789,Loans charged on business activities or a source of income,2603,53526,0,0,0,0,25,664,617,357,5147,1406,0,4,11,25,1120,7,44.875,29829,2250,26,0,1282,0,1137,219,14.75,0,375,Housing loans,67821,Other debts,12279,174,5.6,Study loans,436,Debts total,83139
Tuusula,2015,-0.008998679275727,0.0321241484553071,-1.01238964925228,22,81,0.271604938271605,Loans charged on business activities or a source of income,2642,53654,0,0,0,0,26,600,676,382,5097,1426,0,4,11,23,1094,7,44.875,29751,2158,20,0,1367,0,1159,261,14.75,0,379,Housing loans,67853,Other debts,13177,175.2,5.7,Study loans,.,Debts total,83672
Tuusula,2016,-0.200246566745295,-0.190436727222226,-1.24727488692254,22,115,0.191304347826087,Loans charged on business activities or a source of income,2902,53357,0,0,0,0,25,565,644,327,5065,1423,0,4,11,37,1108,7,44.875,27358,2058,18,0,1382,0,1100,246,14.75,0,345,Housing loans,67796,Other debts,13890,175.8,5.6,Study loans,.,Debts total,84587
Tuusula,2017,0.177377455172689,0.749390308630239,-1.24494759311997,23,106,0.216981132075472,Loans charged on business activities or a source of income,3283,53444,0,0,0,0,19,507,647,273,5014,1317,0,7,11,27,1072,58,0,27026,2028,34,0,1446,0,1018,252,14.75,0,299,Housing loans,67993,Other debts,14929,176.1,5.5,Study loans,.,Debts total,86206
Tuusula,2018,0.727986488561619,1.45746167221543,-0.951633495077311,17,89,0.191011235955056,Loans charged on business activities or a source of income,3559,54190,409,2217.846154,15.33333333,865.3846154,7.857142857,184.9230769,353.0769231,91.38461538,4737.307692,881.8461538,0,20.66666667,11,12,608.1538462,16.15384615,496.0769231,12464.07692,504.9230769,11,393.9230769,839.7692308,1156.230769,340.7692308,30.46153846,14.75,936.3846154,41.38461538,Housing loans,66869,Other debts,15077,176.1,6,Study loans,.,Debts total,85505
Tuusula,2019,1.2037128407541,1.02669658747458,-0.842440475960596,13,35,0.371428571428571,Loans charged on business activities or a source of income,4287,54763,391.8461538,2208.461538,13.76923077,867.3846154,7.5,160.5384615,370.5384615,88.15384615,4654.076923,842.1538462,0,23,11,7.5,593.1538462,20.69230769,468.2307692,12395.69231,523.5384615,13,407.7692308,833.6153846,1166.230769,321.8461538,26.84615385,14.75,894.2307692,42.69230769,Housing loans,66511,Other debts,15686,175.8,6.2,Study loans,.,Debts total,86484
Tuusula,2020,1.33466485827723,1.29256000362099,-0.642826115149418,16,43,0.372093023255814,Loans charged on business activities or a source of income,4170,53129,426.4615385,2399.538462,23.15384615,870.6923077,6.916666667,138.6923077,374.7692308,88.53846154,4584.769231,806.9230769,0,34.66666667,11,7,645.4615385,23.53846154,574.2307692,11956.30769,538.4615385,7.769230769,495.3076923,1071.846154,1262.923077,334,34.61538462,14.75,926.4615385,44.61538462,Housing loans,67638,Other debts,16415,176.7,5.9,Study loans,.,Debts total,88223
Tuusula,2021,1.61171938708179,1.26929825516894,-0.925060479183637,22,50,0.44,Loans charged on business activities or a source of income,4247,53896,431,2389.769231,14.84615385,891.1538462,9.5,183.2307692,444.6923077,109.5384615,4574.307692,771.3846154,0,39.66666667,11,7,732.7692308,24.61538462,555.6923077,12240.23077,683.3846154,6.583333333,505.6153846,1030.076923,1282.384615,377.4615385,30.76923077,14.75,961.3076923,53.30769231,Housing loans,67177,Other debts,16781,180.9,6.2,Study loans,.,Debts total,88204
Tuusula,2022,1.68319451463099,1.06036844487662,-0.782539685743407,24,88,0.272727272727273,Loans charged on business activities or a source of income,4034,53084,415.3846154,2361,7.090909091,878.4615385,8.666666667,340.3846154,468.3076923,117,4611,804,0,50,11,7,743.8461538,25.30769231,547,12896.07692,940.8461538,10.23076923,500.8461538,819.0769231,1292.230769,426.7692308,38.23076923,14.75,978,53.92307692,Housing loans,63748,Other debts,16067,184,6.5,Study loans,.,Debts total,83849
Ulvila,2008,-0.0456942640712893,0.704090875601747,-0.445319881001295,6,7,0.857142857142857,Loans charged on business activities or a source of income,2929,37346,88.5,0,0,0,11,156,189,145,1687,344,0,12,5,4,472,5.5,42.625,11114,925,23,101,426,0,373,45,8,0,144,Housing loans,32246,Other debts,11416,34.2,12.1,Study loans,482,Debts total,47074
Ulvila,2009,-0.147075081614494,0.572834512144417,-0.107538228155825,6,31,0.193548387096774,Loans charged on business activities or a source of income,3162,36061,0,0,0,0,15,161,185,125,1683,339,0,12,8,6,513,5.5,42.625,11155,865,21,101,468,0,407,54,8,0,148,Housing loans,33610,Other debts,11370,34.2,11.9,Study loans,490,Debts total,48632
Ulvila,2010,-0.0094434217114364,0.556435295735491,-0.291403764770918,7,43,0.162790697674419,Loans charged on business activities or a source of income,3231,36045,0,0,0,0,16,150,215,149,1658,363,0,12,4,4,516,5.5,42.625,11118,863,26,101,486,0,399,59,8,0,144,Housing loans,34847,Other debts,10640,34,11.2,Study loans,472,Debts total,49190
Ulvila,2011,0.0289310590234773,0.330045377469544,-0.474753342941164,7,31,0.225806451612903,Loans charged on business activities or a source of income,2774,36222,0,0,0,0,23,141,244,166,1641,359,0,12,4,8,470,5.5,42.625,11122,857,23,0,467,0,420,84,8,0,149,Housing loans,35796,Other debts,10444,33.8,11.5,Study loans,481,Debts total,49495
Ulvila,2012,-0.0577223598844512,0.451661938206741,-0.389555362132409,12,30,0.4,Loans charged on business activities or a source of income,2952,36486,0,0,0,0,11,154,247,174,1592,349,0,12,6,4,440,5.5,42.625,11093,820,22,0,514,0,385,87,8,0,126,Housing loans,36202,Other debts,9678,33.6,10.6,Study loans,485,Debts total,49317
Ulvila,2013,-0.157073124600854,0.326306299334931,-0.642065663560213,9,26,0.346153846153846,Loans charged on business activities or a source of income,2945,35667,0,0,0,0,17,135,234,180,1556,326,0,12,6,4,430,5.5,42.625,10903,841,16,0,581,0,378,76,8,0,148,Housing loans,36275,Other debts,9448,33.3,10.4,Study loans,466,Debts total,49134
Ulvila,2014,0.12686450479616,-0.0441986538402361,-0.46465728475977,11,37,0.297297297297297,Loans charged on business activities or a source of income,3001,34884,0,0,0,0,22,151,310,219,1553,318,0,12,6,8,400,5.5,42.625,10971,821,14,0,592,0,408,89,8,0,143,Housing loans,35723,Other debts,9969,33.3,10.4,Study loans,472,Debts total,49165
Ulvila,2015,-0.0360626604929807,0.27647031963557,-0.532444748891005,7,19,0.368421052631579,Loans charged on business activities or a source of income,2902,34565,0,0,0,0,23,146,316,213,1542,340,0,12,4,9,371,5.5,42.625,10803,761,12,0,615,0,387,71,8,0,119,Housing loans,36403,Other debts,11172,33.3,10,Study loans,.,Debts total,50477
Ulvila,2016,0.0005036514246477,0.71709679800719,-0.182011897281098,12,36,0.333333333333333,Loans charged on business activities or a source of income,2979,33970,0,0,0,0,19,141,273,163,1531,344,0,12,4,8,385,5.5,42.625,10024,702,17,0,687,0,363,76,8,0,130,Housing loans,35965,Other debts,11685,33.2,9.8,Study loans,.,Debts total,50629
Ulvila,2017,0.544100944690462,0.647658055043653,-0.511191043069545,2,9,0.222222222222222,Loans charged on business activities or a source of income,3528,34487,0,0,0,0,16,146,286,149,1507,325,0,12,4,4,357,9,0,9864,746,15,0,665,0,366,77,8,0,113,Housing loans,35423,Other debts,11663,33,10.1,Study loans,.,Debts total,50614
Ulvila,2018,0.849462091968091,0.612826578828667,-0.748993232684498,4,10,0.4,Loans charged on business activities or a source of income,3670,35178,158.9230769,1488,4,352.5384615,7,77.45454545,151.2307692,54.69230769,1420.230769,194.3076923,0,8,4,4.5,203.2307692,16.25,151.9230769,4681.384615,178.6923077,4.75,212.3076923,383.5384615,632.9230769,114.7692308,11.33333333,8,366.6923077,15.25,Housing loans,34591,Other debts,11430,32.5,10.4,Study loans,.,Debts total,49691
Ulvila,2019,1.28317563927069,0.861734720716544,-0.441534539594628,6,14,0.428571428571429,Loans charged on business activities or a source of income,4181,35531,158,1457,3.9,356.4615385,10,76.75,149.4615385,55.07692308,1370.307692,160.0769231,0,10,4,4,207.6153846,14,150.6923077,4623.692308,181.3846154,5.875,215.6923077,356.8461538,629,94.76923077,11.5,8,365,12.23076923,Housing loans,33866,Other debts,11173,32.1,10.5,Study loans,.,Debts total,49221
Ulvila,2020,1.51072589474792,-0.342368181771623,-0.65413605824278,2,2,1,Loans charged on business activities or a source of income,3927,34475,163.7692308,1559.307692,5,358.2307692,12,65.63636364,162.3846154,60.15384615,1335.384615,143.7692308,0,6,4,4,230.3846154,11,192.1538462,4504.384615,206.4615385,7.076923077,259.3846154,430,664.3846154,102.1538462,11.75,8,382.0769231,14.41666667,Housing loans,32848,Other debts,11855,31.8,9.9,Study loans,.,Debts total,48630
Ulvila,2021,2.1062041938633,-0.588736846535303,-0.84999918432085,8,47,0.170212765957447,Loans charged on business activities or a source of income,4210,35505,166.0769231,1539.461538,5,359.7692308,13,55.84615385,192.3076923,60.23076923,1314.846154,140.6923077,0,13.33333333,4,4,236.7692308,10.22222222,182.3846154,4576.461538,217.0769231,6.857142857,264.2307692,392.7692308,638.4615385,111.1538462,12.22222222,8,375.2307692,16.30769231,Housing loans,32365,Other debts,11924,31.6,10.4,Study loans,.,Debts total,48498
Ulvila,2022,2.3112517781117,-0.951240512585828,-0.477568619882979,5,7,0.714285714285714,Loans charged on business activities or a source of income,4004,35321,163.0769231,1518.615385,5,351.9230769,9,78.33333333,210,57.61538462,1321,139.6923077,0,13,4,4,211.8461538,11.63636364,187.7692308,4774.692308,372.8461538,5.857142857,271.0769231,302.3076923,648.8461538,125.4615385,14.09090909,8,352.2307692,16.07692308,Housing loans,29985,Other debts,11342,31.4,10.7,Study loans,.,Debts total,45330
Urjala,2008,-0.0188680250174256,0.0607276118784239,0.0849038804163846,2,10,0.2,Loans charged on business activities or a source of income,4253,24540,169.375,0,0,0,4,110,77,47,527,111,0,8,6.5,4,208,5,137.375,4266,359,13,275,247,0,115,18,7,0,43,Housing loans,22531,Other debts,10799,11.4,19.6,Study loans,347,Debts total,37930
Urjala,2009,-0.066727984537247,0.224191346839519,0.0576791650403905,5,13,0.384615384615385,Loans charged on business activities or a source of income,3869,23686,0,0,0,0,4,110,77,45,510,89,0,8,6.5,4,198,5,137.375,4201,345,11,275,263,0,104,15,7,0,38,Housing loans,23173,Other debts,11743,11.3,19.8,Study loans,317,Debts total,39102
Urjala,2010,-0.0286211105730542,-0.360205939765613,-0.202504282073753,0,0,0,Loans charged on business activities or a source of income,3983,23680,0,0,0,0,4,119,64,37,506,100,0,8,6.5,4,206,5,137.375,4166,306,12,275,290,0,116,9,7,0,59,Housing loans,24625,Other debts,12651,11.2,19,Study loans,336,Debts total,41594
Urjala,2011,0.232206684750373,-0.128137310566262,-0.0149598207481812,2,7,0.285714285714286,Loans charged on business activities or a source of income,3572,24069,0,0,0,0,4,113,62,41,493,103,0,8,6.5,4,193,5,137.375,4257,288,11,0,280,0,107,14,7,0,24,Housing loans,24829,Other debts,13447,11,19.6,Study loans,361,Debts total,42209
Urjala,2012,0.313983449298601,0.506093510016417,0.111472792679762,2,16,0.125,Loans charged on business activities or a source of income,4161,24721,0,0,0,0,4,122,62,38,494,89,0,8,6.5,4,165,5,137.375,4131,334,8,0,267,0,95,15,7,0,46,Housing loans,24497,Other debts,11779,10.9,16.2,Study loans,368,Debts total,40804
Urjala,2013,0.202571916707914,0.243069287664392,0.313726781129124,4,22,0.181818181818182,Loans charged on business activities or a source of income,4240,23893,0,0,0,0,4,98,64,36,487,92,0,8,6.5,4,160,5,137.375,4051,313,8,0,274,0,120,16,7,0,45,Housing loans,24284,Other debts,11583,10.7,16.9,Study loans,377,Debts total,40484
Urjala,2014,0.131924924056252,-0.206501364457038,0.182885427139627,2,11,0.181818181818182,Loans charged on business activities or a source of income,4009,23117,0,0,0,0,4,97,70,45,455,87,0,8,6.5,4,139,5,137.375,3906,342,4,0,304,0,104,16,7,0,35,Housing loans,23660,Other debts,12800,10.5,16.5,Study loans,355,Debts total,40823
Urjala,2015,-0.0847806199381029,0.452681602677859,0.0705384688561111,3,10,0.3,Loans charged on business activities or a source of income,4369,22312,0,0,0,0,4,104,71,43,452,84,0,8,6.5,4,122,5,137.375,3863,283,4,0,321,0,103,15,7,0,38,Housing loans,23805,Other debts,12549,10.4,17.2,Study loans,.,Debts total,40724
Urjala,2016,-0.47541003956768,0.601762809952661,-0.0179711989933566,2,3,0.666666666666667,Loans charged on business activities or a source of income,4163,22176,0,0,0,0,4,104,68,38,443,83,0,8,6.5,4,135,5,137.375,3501,275,4,0,325,0,88,20,7,0,29,Housing loans,22542,Other debts,13270,10.2,16.3,Study loans,.,Debts total,39975
Urjala,2017,-0.105643725281745,1.65151599981278,-0.253481604151095,2,3,0.666666666666667,Loans charged on business activities or a source of income,4016,22689,0,0,0,0,7,96,67,33,435,82,0,8,6.5,4,121,5,0,3437,289,4,0,331,0,94,16,7,0,33,Housing loans,21416,Other debts,13776,10.2,17,Study loans,.,Debts total,39209
Urjala,2018,0.238837680014385,1.83916869689575,-0.0754127592297316,3,15,0.2,Loans charged on business activities or a source of income,3824,23000,64.61538462,912.6153846,0,200.8461538,4,46.75,35.84615385,10,400.7692308,46.53846154,0,4,6.5,4,73.5,6,118.1538462,1800.230769,70.69230769,4,104.7692308,217.2307692,297.2307692,38.30769231,10,7,185.8461538,10,Housing loans,20423,Other debts,13050,10.1,17.7,Study loans,.,Debts total,37296
Urjala,2019,0.704065973100786,2.00788932444896,-0.147657466087461,5,17,0.294117647058823,Loans charged on business activities or a source of income,3938,23676,57.07692308,894.1538462,5,205.2307692,7,39.91666667,44.53846154,12.92307692,386.9230769,42.38461538,0,4,6.5,4,64.84615385,13,110.3846154,1840.230769,69.92307692,4,110.4615385,203.1538462,297.9230769,29.69230769,11,7,174.6153846,9.666666667,Housing loans,20163,Other debts,12968,9.9,18.6,Study loans,.,Debts total,37069
Urjala,2020,1.13190168341294,1.51201899951065,-0.0755911108372133,1,10,0.1,Loans charged on business activities or a source of income,4468,23063,66.38461538,945.3076923,5.384615385,200.8461538,5,33.27272727,51.30769231,11.61538462,369.3076923,36.69230769,0,4,6.5,4,75.25,4,124.4615385,1780.769231,76.30769231,5.285714286,132.8461538,227.6153846,329,24.46153846,12,7,183.7692308,12,Housing loans,19766,Other debts,13188,9.8,16.4,Study loans,.,Debts total,37422
Urjala,2021,1.48696798726827,1.73008914635125,-0.259151023231561,3,8,0.375,Loans charged on business activities or a source of income,4523,23771,62.30769231,915.6153846,4.615384615,198.3846154,5,29.46153846,57.53846154,11.61538462,368.1538462,38.30769231,0,4,6.5,4,73.75,9,119.2307692,1784.076923,81.69230769,5.285714286,123.8461538,238.6923077,334.8461538,32,14,7,180.3076923,9.75,Housing loans,19616,Other debts,12980,9.8,17.3,Study loans,.,Debts total,37119
Urjala,2022,1.51354047380699,0.769633659194535,-0.258930253676775,2,3,0.666666666666667,Loans charged on business activities or a source of income,4016,23590,57.76923077,888.7692308,3.571428571,194.8461538,5,43.91666667,57.23076923,13.07692308,375.3846154,38.38461538,0,4,6.5,4,59.30769231,13,108.3076923,1857.230769,102.9230769,4,117.7692308,198.6153846,336.4615385,31.69230769,10.5,7,174.1538462,14,Housing loans,18467,Other debts,11897,9.6,16.8,Study loans,.,Debts total,34381
Utsjoki,2008,0.427954398036277,0.255402656936493,2.61477912122145,2,3,0.666666666666667,Loans charged on business activities or a source of income,1386,26755,22,0,0,0,8,10,24,15,115,31,0,4,6.5,4,51,10,22.625,1060,79,6,98.125,84,0,38,9,5,0,21,Housing loans,15831,Other debts,13320,0.3,21.1,Study loans,830,Debts total,31367
Utsjoki,2009,0.517845818311355,0.158220161811612,2.50713499097567,0,0,0,Loans charged on business activities or a source of income,2273,26907,0,0,0,0,8,9,30,13,111,25,0,4,6.5,4,60,10,22.625,1048,86,6,98.125,80,0,24,9,5,0,12,Housing loans,17318,Other debts,13383,0.3,20.5,Study loans,854,Debts total,33829
Utsjoki,2010,2.72344403336223,-0.414953256332172,2.73073237189042,0,0,0,Loans charged on business activities or a source of income,1997,27601,0,0,0,0,6,7,38,21,109,21,0,4,6.5,4,61,10,22.625,1046,81,6,98.125,70,0,27,9,5,0,17,Housing loans,19030,Other debts,13826,0.3,18.9,Study loans,821,Debts total,35674
Utsjoki,2011,1.77694053162313,-0.461264510908923,1.62725260838618,0,0,0,Loans charged on business activities or a source of income,2199,28012,0,0,0,0,5,9,37,19,110,18,0,4,6.5,4,53,10,22.625,1011,77,6,0,68,0,22,4,5,0,9,Housing loans,18645,Other debts,13902,0.3,18,Study loans,900,Debts total,35646
Utsjoki,2012,0.765229463062229,-0.59026521663274,1.17163877737868,0,0,0,Loans charged on business activities or a source of income,2364,28540,0,0,0,0,5,11,38,22,105,17,0,4,6.5,4,58,10,22.625,1003,61,6,0,66,0,19,5,5,0,8,Housing loans,18316,Other debts,14259,0.2,16.3,Study loans,1101,Debts total,36041
Utsjoki,2013,1.77661608623126,-0.529970841004855,1.10263052290406,1,1,1,Loans charged on business activities or a source of income,3045,28518,0,0,0,0,5,8,27,18,101,15,0,4,6.5,4,53,10,22.625,960,61,6,0,61,0,17,5,5,0,8,Housing loans,17408,Other debts,11906,0.2,15.4,Study loans,1095,Debts total,33453
Utsjoki,2014,1.95548114033253,0.0046509693298,0.718444775386031,0,0,0,Loans charged on business activities or a source of income,3114,27808,0,0,0,0,4,7,17,6,100,15,0,4,6.5,4,52,10,22.625,938,55,6,0,69,0,20,5,5,0,4,Housing loans,17680,Other debts,11543,0.2,16.9,Study loans,844,Debts total,33181
Utsjoki,2015,2.17130665249362,0.0838365472795439,0.0878440262903198,3,9,0.333333333333333,Loans charged on business activities or a source of income,2657,29013,0,0,0,0,4,5,16,6,99,12,0,4,6.5,4,53,10,22.625,915,54,6,0,73,0,20,5,5,0,10,Housing loans,19693,Other debts,13971,0.2,14.7,Study loans,.,Debts total,36321
Utsjoki,2016,2.59911686276835,0.314708392692515,1.06045622062957,2,7,0.285714285714286,Loans charged on business activities or a source of income,3072,28577,0,0,0,0,4,8,24,7,109,18,0,4,6.5,4,41,10,22.625,853,58,6,0,68,0,30,5,5,0,13,Housing loans,18774,Other debts,14592,0.2,13.1,Study loans,.,Debts total,36438
Utsjoki,2017,2.08064879087419,0.800303818699546,0.8488244532591,2,6,0.333333333333333,Loans charged on business activities or a source of income,3843,27358,0,0,0,0,4,5,42,10,104,22,0,4,6.5,4,45,10,0,812,66,6,0,63,0,27,7,5,0,7,Housing loans,19488,Other debts,12307,0.2,14.8,Study loans,.,Debts total,35638
Utsjoki,2018,2.47294021811373,1.04817351968249,0.243254991894666,2,11,0.181818181818182,Loans charged on business activities or a source of income,3612,27256,5.076923077,191.8461538,0,42.92307692,4,5,10.25,4,91.92307692,9.461538462,0,4,6.5,4,28.08333333,4,7.538461538,392.6923077,15.23076923,6,19.69230769,35.84615385,66.92307692,7.692307692,7,5,17.30769231,6,Housing loans,18974,Other debts,11319,0.2,14.6,Study loans,.,Debts total,33905
Utsjoki,2019,3.4120014547219,0.794933417269897,0.624539439566555,0,0,0,Loans charged on business activities or a source of income,2993,29077,3.2,190.2307692,0,41.84615385,4,5,11,5.222222222,87.61538462,7.909090909,0,4,6.5,4,24.41666667,4,7.153846154,399.4615385,14.38461538,6,19.23076923,29.61538462,71.69230769,12.58333333,7,5,17.84615385,9.5,Housing loans,18468,Other debts,12253,0.2,13.2,Study loans,.,Debts total,33714
Utsjoki,2020,3.78981357736272,-0.111921470032807,0.439653670684539,0,0,0,Loans charged on business activities or a source of income,3740,27158,6,202.6153846,0,39.38461538,4,5,13.23076923,5.692307692,84.23076923,6.333333333,0,4,6.5,4,25.16666667,6.5,13,384,16.92307692,6,24.07692308,43.30769231,78.76923077,11,9,5,22.61538462,5,Housing loans,20060,Other debts,11118,0.2,14.8,Study loans,.,Debts total,34917
Utsjoki,2021,5.46005061454663,-0.0742448827626303,0.779416736948863,1,6,0.166666666666667,Loans charged on business activities or a source of income,3483,27687,7.230769231,189.1538462,0,36.84615385,4,5,17.15384615,6.076923077,84.15384615,6.125,0,4,6.5,4,29.08333333,4,12.23076923,385.2307692,24.23076923,6,24.23076923,43.23076923,75.76923077,7.384615385,9,5,26.84615385,8,Housing loans,19765,Other debts,11207,0.2,13,Study loans,.,Debts total,34455
Utsjoki,2022,5.16590163960552,1.02317816222987,0.498592937441021,2,4,0.5,Loans charged on business activities or a source of income,3046,27664,7.230769231,180.1538462,0,32.53846154,4,4,22.07692308,8.769230769,82.92307692,6.555555556,0,4,6.5,4,31,4,10.84615385,384,33.84615385,6,22.46153846,29.92307692,80.76923077,7.615384615,9,5,24.07692308,9,Housing loans,18969,Other debts,11295,0.2,16,Study loans,.,Debts total,33310
Uurainen,2008,-0.0781216126644255,-0.913833159861236,0.290591362978009,2,3,0.666666666666667,Loans charged on business activities or a source of income,5071,30492,7.375,0,0,0,6,122,50,38,389,114,0,4,6.5,4,137,4,8.375,2402,191,6,21.375,120,0,155,17,5,0,63,Housing loans,40208,Other debts,13579,9.5,17.7,Study loans,516,Debts total,59375
Uurainen,2009,-0.0618459815003093,-1.00173245687971,0.323491881572655,1,3,0.333333333333333,Loans charged on business activities or a source of income,5230,30418,0,0,0,0,6,112,53,36,401,121,0,4,6.5,4,139,4,8.375,2432,186,6,21.375,151,0,165,14,5,0,63,Housing loans,42129,Other debts,13030,9.7,19.2,Study loans,489,Debts total,60878
Uurainen,2010,0.171197934517452,-1.023044610966,0.225675563879041,0,0,0,Loans charged on business activities or a source of income,4973,32046,0,0,0,0,6,132,49,26,429,140,0,4,6.5,4,116,4,8.375,2511,189,4,21.375,142,0,150,19,5,0,47,Housing loans,46169,Other debts,12812,9.9,16.9,Study loans,566,Debts total,64520
Uurainen,2011,-0.092718339790369,-0.998615178550839,0.113775891257165,1,3,0.333333333333333,Loans charged on business activities or a source of income,3991,33537,0,0,0,0,6,124,47,21,436,131,0,4,6.5,4,108,4,8.375,2572,186,4,0,157,0,149,13,5,0,55,Housing loans,49270,Other debts,13243,10.1,17.3,Study loans,500,Debts total,67005
