Municipality,Year,divorces/1000
Varkaus,2015,16.4
Vehmaa,2015,31.3
Vesanto,2015,15.3
Vesilahti,2015,9.2
Veteli,2015,5.9
Vieremä,2015,7.8
Vihti,2015,21.6
Viitasaari,2015,16.5
Vimpeli,2015,10.8
Virolahti,2015,18.7
Virrat,2015,7.9
Vårdö,2015,16.1
Vöyri,2015,6.6
Ylitornio,2015,16.7
Ylivieska,2015,16.4
Ylöjärvi,2015,15.8
Ypäjä,2015,19.4
Ähtäri,2015,10.7
Äänekoski,2015,19.5
Akaa,2016,18.5
Alajärvi,2016,9.1
Alavieska,2016,19.8
Alavus,2016,12.0
Asikkala,2016,9.7
Askola,2016,10.8
Aura,2016,21.7
Brändö,2016,0.0
Eckerö,2016,0.0
Enonkoski,2016,5.5
Enontekiö,2016,8.7
Espoo,2016,17.5
Eura,2016,11.2
Eurajoki,2016,3.4
Evijärvi,2016,10.8
Finström,2016,16.3
Forssa,2016,21.1
Föglö,2016,0.0
Geta,2016,45.5
Haapajärvi,2016,17.4
Haapavesi,2016,9.8
Hailuoto,2016,24.8
Halsua,2016,22.7
Hamina,2016,22.6
Hammarland,2016,17.0
Hankasalmi,2016,7.7
Hanko,2016,13.4
Harjavalta,2016,16.2
Hartola,2016,24.0
Hattula,2016,19.6
Hausjärvi,2016,15.0
Heinola,2016,16.1
Heinävesi,2016,7.5
Helsinki,2016,22.4
Hirvensalmi,2016,14.4
Hollola,2016,14.7
Huittinen,2016,19.2
Humppila,2016,3.0
Hyrynsalmi,2016,3.2
Hyvinkää,2016,17.6
Hämeenkyrö,2016,13.0
Hämeenlinna,2016,22.5
Ii,2016,18.9
Iisalmi,2016,20.5
Iitti,2016,15.0
Ikaalinen,2016,23.9
Ilmajoki,2016,16.3
Ilomantsi,2016,13.7
Imatra,2016,21.0
Inari,2016,19.0
Ingå,2016,14.1
Isojoki,2016,19.2
Isokyrö,2016,9.4
Janakkala,2016,16.8
Joensuu,2016,21.0
Jokioinen,2016,18.3
Jomala,2016,7.5
Joroinen,2016,11.8
Joutsa,2016,11.2
Juuka,2016,6.5
Juupajoki,2016,27.9
Juva,2016,11.4
Jyväskylä,2016,20.7
Jämijärvi,2016,23.3
Jämsä,2016,12.0
Järvenpää,2016,21.4
Kaarina,2016,16.3
Kaavi,2016,18.7
Kajaani,2016,15.6
Kalajoki,2016,12.1
Kangasala,2016,16.7
Kangasniemi,2016,18.8
Kankaanpää,2016,14.6
Kannonkoski,2016,23.5
Kannus,2016,14.8
Karijoki,2016,5.4
Karkkila,2016,26.9
Karstula,2016,8.9
Karvia,2016,15.0
Kaskinen,2016,17.0
Kauhajoki,2016,16.6
Kauhava,2016,13.2
Kauniainen,2016,17.1
Kaustinen,2016,10.6
Keitele,2016,6.5
Kemi,2016,26.5
Kemijärvi,2016,12.4
Keminmaa,2016,13.5
Kimitoön,2016,14.0
Kempele,2016,18.7
Kerava,2016,21.6
Keuruu,2016,16.2
Kihniö,2016,6.6
Kinnula,2016,5.0
Kirkkonummi,2016,18.2
Kitee,2016,15.3
Kittilä,2016,27.7
Kiuruvesi,2016,14.7
Kivijärvi,2016,22.9
Kokemäki,2016,9.2
Kokkola,2016,14.5
Kolari,2016,8.4
Konnevesi,2016,15.1
Kontiolahti,2016,13.2
Korsnäs,2016,6.5
Koski Tl,2016,14.5
Kotka,2016,19.1
Kouvola,2016,19.3
Kristinestad,2016,7.9
Kronoby,2016,5.8
Kuhmo,2016,13.6
Kuhmoinen,2016,15.7
Kumlinge,2016,0.0
Kuopio,2016,18.9
Kuortane,2016,11.6
Kurikka,2016,18.2
Kustavi,2016,19.4
Kuusamo,2016,14.1
Kyyjärvi,2016,0.0
Kärkölä,2016,18.3
Kärsämäki,2016,23.3
Kökar,2016,34.5
Lahti,2016,23.4
Laihia,2016,13.6
Laitila,2016,15.2
Lapinjärvi,2016,11.6
Lapinlahti,2016,18.0
Lappajärvi,2016,11.0
Lappeenranta,2016,18.7
Lapua,2016,15.9
Laukaa,2016,16.5
Lemi,2016,0.0
Lemland,2016,3.5
Lempäälä,2016,14.7
Leppävirta,2016,8.2
Lestijärvi,2016,8.8
Lieksa,2016,15.3
Lieto,2016,17.5
Liminka,2016,8.4
Liperi,2016,13.3
Lohja,2016,17.0
Loimaa,2016,17.1
Loppi,2016,8.5
Loviisa,2016,16.8
Luhanka,2016,41.1
Lumijoki,2016,3.5
Lumparland,2016,15.9
Larsmo,2016,4.8
Luumäki,2016,19.8
Malax,2016,5.6
Mariehamn,2016,25.6
Marttila,2016,22.5
Masku,2016,10.2
Merijärvi,2016,7.4
Merikarvia,2016,7.1
Miehikkälä,2016,14.9
Mikkeli,2016,19.2
Muhos,2016,8.2
Multia,2016,5.2
Muonio,2016,13.2
Korsholm,2016,8.6
Muurame,2016,6.4
Mynämäki,2016,13.3
Myrskylä,2016,16.9
Mäntsälä,2016,16.6
Mänttä-Vilppula,2016,16.1
Mäntyharju,2016,13.3
Naantali,2016,18.8
Nakkila,2016,18.3
Nivala,2016,17.8
Nokia,2016,20.9
Nousiainen,2016,13.7
Nurmes,2016,17.4
Nurmijärvi,2016,18.1
Närpes,2016,11.4
Orimattila,2016,17.1
Oripää,2016,5.7
Orivesi,2016,22.1
Oulainen,2016,14.8
Oulu,2016,19.7
Outokumpu,2016,17.2
Padasjoki,2016,7.9
Paimio,2016,10.7
Paltamo,2016,25.0
Pargas,2016,16.5
Parikkala,2016,10.2
Parkano,2016,8.2
Pedersöre,2016,3.3
Pelkosenniemi,2016,10.2
Pello,2016,7.8
Perho,2016,15.0
Pertunmaa,2016,15.2
Petäjävesi,2016,15.2
Pieksämäki,2016,17.8
Pielavesi,2016,14.2
Jakobstad,2016,16.2
Pihtipudas,2016,16.7
Pirkkala,2016,17.5
Polvijärvi,2016,7.1
Pomarkku,2016,18.3
Pori,2016,20.2
Pornainen,2016,15.2
Porvoo,2016,16.4
Posio,2016,13.9
Pudasjärvi,2016,9.9
Pukkila,2016,20.2
Punkalaidun,2016,8.4
Puolanka,2016,12.3
Puumala,2016,7.2
Pyhtää,2016,20.1
Pyhäjoki,2016,6.8
Pyhäjärvi,2016,22.5
Pyhäntä,2016,4.5
Pyhäranta,2016,6.0
Pälkäne,2016,11.8
Pöytyä,2016,18.1
Raahe,2016,15.6
Raasepori,2016,17.9
Raisio,2016,16.2
Rantasalmi,2016,14.4
Ranua,2016,10.1
Rauma,2016,15.0
Rautalampi,2016,10.3
Rautavaara,2016,29.1
Rautjärvi,2016,8.8
Reisjärvi,2016,5.2
Riihimäki,2016,13.9
Ristijärvi,2016,23.7
Rovaniemi,2016,19.2
Ruokolahti,2016,13.6
Ruovesi,2016,14.5
Rusko,2016,14.0
Rääkkylä,2016,6.5
Saarijärvi,2016,20.9
Salla,2016,12.5
Salo,2016,16.9
Saltvik,2016,13.8
Sastamala,2016,20.0
Sauvo,2016,6.2
Savitaipale,2016,9.8
Savonlinna,2016,18.6
Savukoski,2016,0.0
Seinäjoki,2016,18.9
Sievi,2016,11.2
Siikainen,2016,10.1
Siikajoki,2016,10.6
Siikalatva,2016,12.9
Siilinjärvi,2016,16.1
Simo,2016,6.4
Sipoo,2016,13.0
Siuntio,2016,16.2
Sodankylä,2016,17.0
Soini,2016,3.1
Somero,2016,16.2
Sonkajärvi,2016,14.7
Sotkamo,2016,14.1
Sottunga,2016,0.0
Sulkava,2016,17.6
Sund,2016,15.9
Suomussalmi,2016,15.4
Suonenjoki,2016,13.7
Sysmä,2016,14.0
Säkylä,2016,17.9
Taipalsaari,2016,11.4
Taivalkoski,2016,15.9
Taivassalo,2016,8.7
Tammela,2016,14.9
Tampere,2016,24.0
Tervo,2016,0.0
Tervola,2016,20.9
Teuva,2016,6.9
Tohmajärvi,2016,6.1
Toholampi,2016,21.7
Toivakka,2016,14.7
Tornio,2016,18.5
Turku,2016,24.9
Tuusniemi,2016,8.4
Tuusula,2016,17.3
Tyrnävä,2016,12.2
Ulvila,2016,13.5
Urjala,2016,25.9
Utajärvi,2016,11.1
Utsjoki,2016,14.5
Uurainen,2016,9.2
Nykarleby,2016,9.8
Uusikaupunki,2016,15.8
Vaala,2016,11.3
Vaasa,2016,14.5
Valkeakoski,2016,21.9
Vantaa,2016,20.5
Varkaus,2016,19.7
Vehmaa,2016,22.5
Vesanto,2016,24.3
Vesilahti,2016,17.3
Veteli,2016,10.2
Vieremä,2016,9.8
Vihti,2016,19.1
Viitasaari,2016,15.9
Vimpeli,2016,4.4
Virolahti,2016,6.5
Virrat,2016,10.4
Vårdö,2016,16.1
Vöyri,2016,2.2
Ylitornio,2016,19.2
Ylivieska,2016,20.6
Ylöjärvi,2016,16.3
Ypäjä,2016,16.7
Ähtäri,2016,9.9
Äänekoski,2016,19.4
Akaa,2017,10.5
Alajärvi,2017,10.0
Alavieska,2017,11.5
Alavus,2017,14.5
Asikkala,2017,13.6
Askola,2017,13.9
Aura,2017,18.8
Brändö,2017,20.0
Eckerö,2017,8.9
Enonkoski,2017,5.9
Enontekiö,2017,13.2
Espoo,2017,17.5
Eura,2017,13.5
Eurajoki,2017,13.4
Evijärvi,2017,5.6
Finström,2017,6.8
Forssa,2017,18.6
Föglö,2017,0.0
Geta,2017,0.0
Haapajärvi,2017,21.2
Haapavesi,2017,9.1
Hailuoto,2017,26.3
Halsua,2017,12.4
Hamina,2017,16.5
Hammarland,2017,17.0
Hankasalmi,2017,19.3
Hanko,2017,21.9
Harjavalta,2017,25.4
Hartola,2017,9.6
Hattula,2017,15.8
Hausjärvi,2017,21.9
Heinola,2017,16.3
Heinävesi,2017,2.6
Helsinki,2017,22.0
Hirvensalmi,2017,10.8
Hollola,2017,14.3
Huittinen,2017,16.7
Humppila,2017,9.5
Hyrynsalmi,2017,6.8
Hyvinkää,2017,20.7
Hämeenkyrö,2017,13.3
Hämeenlinna,2017,19.2
Ii,2017,14.1
Iisalmi,2017,18.6
Iitti,2017,19.5
Ikaalinen,2017,22.9
Ilmajoki,2017,16.4
Ilomantsi,2017,12.5
Imatra,2017,21.4
Inari,2017,12.0
Ingå,2017,9.6
Isojoki,2017,7.7
Isokyrö,2017,11.1
Janakkala,2017,22.2
Joensuu,2017,21.9
Jokioinen,2017,23.0
Jomala,2017,1.5
Joroinen,2017,20.1
Joutsa,2017,15.5
Juuka,2017,18.9
Juupajoki,2017,12.2
Juva,2017,15.6
Jyväskylä,2017,18.5
Jämijärvi,2017,4.2
Jämsä,2017,18.3
Järvenpää,2017,20.8
Kaarina,2017,13.9
Kaavi,2017,28.9
Kajaani,2017,20.2
Kalajoki,2017,11.3
Kangasala,2017,17.6
Kangasniemi,2017,1.6
Kankaanpää,2017,14.2
Kannonkoski,2017,17.8
Kannus,2017,15.2
Karijoki,2017,0.0
Karkkila,2017,13.3
Karstula,2017,14.8
Karvia,2017,3.9
Kaskinen,2017,11.4
Kauhajoki,2017,14.7
Kauhava,2017,16.4
Kauniainen,2017,19.0
Kaustinen,2017,12.5
Keitele,2017,28.2
Kemi,2017,18.8
Kemijärvi,2017,8.2
Keminmaa,2017,17.4
Kimitoön,2017,9.5
Kempele,2017,19.2
Kerava,2017,20.1
Keuruu,2017,14.3
Kihniö,2017,3.4
Kinnula,2017,15.2
Kirkkonummi,2017,15.7
Kitee,2017,9.5
Kittilä,2017,17.4
Kiuruvesi,2017,12.3
Kivijärvi,2017,8.0
Kokemäki,2017,26.3
Kokkola,2017,14.4
Kolari,2017,19.5
Konnevesi,2017,9.3
Kontiolahti,2017,14.0
Korsnäs,2017,13.5
Koski Tl,2017,22.7
Kotka,2017,20.9
Kouvola,2017,23.8
Kristinestad,2017,4.7
Kronoby,2017,5.0
Kuhmo,2017,10.6
Kuhmoinen,2017,25.2
Kumlinge,2017,0.0
Kuopio,2017,22.5
Kuortane,2017,10.0
Kurikka,2017,10.4
Kustavi,2017,9.3
Kuusamo,2017,11.7
Kyyjärvi,2017,10.6
Kärkölä,2017,15.5
Kärsämäki,2017,0.0
Kökar,2017,0.0
Lahti,2017,20.4
Laihia,2017,14.0
Laitila,2017,11.9
Lapinjärvi,2017,27.4
Lapinlahti,2017,14.4
Lappajärvi,2017,13.9
Lappeenranta,2017,17.6
Lapua,2017,12.2
Laukaa,2017,13.9
Lemi,2017,14.7
Lemland,2017,10.6
Lempäälä,2017,16.3
Leppävirta,2017,15.3
Lestijärvi,2017,0.0
Lieksa,2017,21.0
Lieto,2017,12.3
Liminka,2017,14.2
Liperi,2017,17.8
Lohja,2017,19.9
Loimaa,2017,20.7
Loppi,2017,14.7
Loviisa,2017,18.8
Luhanka,2017,0.0
Lumijoki,2017,7.1
Lumparland,2017,0.0
Larsmo,2017,2.3
Luumäki,2017,14.0
Malax,2017,11.7
Mariehamn,2017,21.6
Marttila,2017,15.2
Masku,2017,9.7
Merijärvi,2017,15.0
Merikarvia,2017,14.8
Miehikkälä,2017,11.6
Mikkeli,2017,17.5
Muhos,2017,14.4
Multia,2017,5.4
Muonio,2017,13.4
Korsholm,2017,9.6
Muurame,2017,14.0
Mynämäki,2017,11.7
Myrskylä,2017,17.2
Mäntsälä,2017,17.4
Mänttä-Vilppula,2017,14.3
Mäntyharju,2017,21.7
Naantali,2017,14.2
Nakkila,2017,23.9
Nivala,2017,14.7
Nokia,2017,16.3
Nousiainen,2017,13.9
Nurmes,2017,22.4
Nurmijärvi,2017,15.6
Närpes,2017,8.2
Orimattila,2017,14.5
Oripää,2017,5.8
Orivesi,2017,12.3
Oulainen,2017,14.3
Oulu,2017,20.2
Outokumpu,2017,25.4
Padasjoki,2017,13.8
Paimio,2017,18.5
Paltamo,2017,16.5
Pargas,2017,20.8
Parikkala,2017,7.2
Parkano,2017,16.0
Pedersöre,2017,1.7
Pelkosenniemi,2017,0.0
Pello,2017,22.8
Perho,2017,12.9
Pertunmaa,2017,10.5
Petäjävesi,2017,16.1
Pieksämäki,2017,20.4
Pielavesi,2017,16.8
Jakobstad,2017,14.0
Pihtipudas,2017,13.1
Pirkkala,2017,15.9
Polvijärvi,2017,12.9
Pomarkku,2017,6.3
Pori,2017,19.8
Pornainen,2017,20.4
Porvoo,2017,19.5
Posio,2017,12.2
Pudasjärvi,2017,15.4
Pukkila,2017,0.0
Punkalaidun,2017,5.7
Puolanka,2017,16.4
Puumala,2017,11.3
Pyhtää,2017,10.3
Pyhäjoki,2017,6.9
Pyhäjärvi,2017,13.4
Pyhäntä,2017,23.3
Pyhäranta,2017,12.4
Pälkäne,2017,13.2
Pöytyä,2017,12.0
Raahe,2017,14.3
Raasepori,2017,14.3
Raisio,2017,17.7
Rantasalmi,2017,15.4
Ranua,2017,12.3
Rauma,2017,18.6
Rautalampi,2017,8.0
Rautavaara,2017,5.0
Rautjärvi,2017,11.3
Reisjärvi,2017,5.4
Riihimäki,2017,20.1
Ristijärvi,2017,12.7
Rovaniemi,2017,22.0
Ruokolahti,2017,22.7
Ruovesi,2017,14.6
Rusko,2017,16.8
Rääkkylä,2017,0.0
Saarijärvi,2017,17.2
Salla,2017,20.1
Salo,2017,14.0
Saltvik,2017,9.3
Sastamala,2017,19.2
Sauvo,2017,17.4
Savitaipale,2017,12.6
Savonlinna,2017,16.6
Savukoski,2017,0.0
Seinäjoki,2017,18.3
Sievi,2017,11.6
Siikainen,2017,0.0
Siikajoki,2017,6.8
Siikalatva,2017,13.3
Siilinjärvi,2017,20.7
Simo,2017,13.8
Sipoo,2017,16.7
Siuntio,2017,9.7
Sodankylä,2017,9.8
Soini,2017,6.6
Somero,2017,15.2
Sonkajärvi,2017,9.6
Sotkamo,2017,18.9
Sottunga,2017,0.0
Sulkava,2017,12.7
Sund,2017,7.8
Suomussalmi,2017,8.6
Suonenjoki,2017,21.0
Sysmä,2017,19.6
Säkylä,2017,15.3
Taipalsaari,2017,11.8
Taivalkoski,2017,18.8
Taivassalo,2017,4.4
Tammela,2017,12.1
Tampere,2017,22.8
Tervo,2017,19.8
Tervola,2017,10.6
Teuva,2017,8.5
Tohmajärvi,2017,11.2
Toholampi,2017,6.6
Toivakka,2017,18.6
Tornio,2017,13.1
Turku,2017,20.2
Tuusniemi,2017,17.5
Tuusula,2017,17.1
Tyrnävä,2017,15.3
Ulvila,2017,13.2
Urjala,2017,20.3
Utajärvi,2017,5.7
Utsjoki,2017,7.3
Uurainen,2017,9.3
Nykarleby,2017,4.5
Uusikaupunki,2017,16.1
Vaala,2017,2.9
Vaasa,2017,16.8
Valkeakoski,2017,17.6
Vantaa,2017,20.2
Varkaus,2017,17.2
Vehmaa,2017,6.5
Vesanto,2017,4.3
Vesilahti,2017,18.9
Veteli,2017,10.8
Vieremä,2017,9.9
Vihti,2017,23.7
Viitasaari,2017,23.4
Vimpeli,2017,6.8
Virolahti,2017,22.7
Virrat,2017,6.1
Vårdö,2017,17.2
Vöyri,2017,7.9
Ylitornio,2017,6.0
Ylivieska,2017,14.3
Ylöjärvi,2017,13.7
Ypäjä,2017,10.0
Ähtäri,2017,16.9
Äänekoski,2017,11.6
Akaa,2018,18.1
Alajärvi,2018,5.5
Alavieska,2018,15.2
Alavus,2018,10.1
Asikkala,2018,12.3
Askola,2018,17.0
Aura,2018,15.7
Brändö,2018,0.0
Eckerö,2018,18.0
Enonkoski,2018,29.9
Enontekiö,2018,28.0
Espoo,2018,16.3
Eura,2018,17.0
Eurajoki,2018,13.1
Evijärvi,2018,11.6
Finström,2018,17.5
Forssa,2018,21.9
Föglö,2018,0.0
Geta,2018,0.0
Haapajärvi,2018,10.9
Haapavesi,2018,11.8
Hailuoto,2018,27.5
Halsua,2018,6.6
Hamina,2018,16.9
Hammarland,2018,16.4
Hankasalmi,2018,18.0
Hanko,2018,12.4
Harjavalta,2018,21.4
Hartola,2018,17.7
Hattula,2018,19.8
Hausjärvi,2018,20.2
Heinola,2018,19.2
Heinävesi,2018,5.5
Helsinki,2018,22.7
Hirvensalmi,2018,7.4
Hollola,2018,16.4
Huittinen,2018,25.0
Humppila,2018,13.5
Hyrynsalmi,2018,7.0
Hyvinkää,2018,20.5
Hämeenkyrö,2018,18.4
Hämeenlinna,2018,20.5
Ii,2018,12.1
Iisalmi,2018,24.7
Iitti,2018,17.8
Ikaalinen,2018,14.9
Ilmajoki,2018,7.5
Ilomantsi,2018,10.0
Imatra,2018,19.7
Inari,2018,12.0
Ingå,2018,7.2
Isojoki,2018,0.0
Isokyrö,2018,11.4
Janakkala,2018,20.5
Joensuu,2018,18.9
Jokioinen,2018,15.5
Jomala,2018,8.8
Joroinen,2018,14.1
Joutsa,2018,14.6
Juuka,2018,5.4
Juupajoki,2018,21.5
Juva,2018,15.0
Jyväskylä,2018,18.9
Jämijärvi,2018,8.7
Jämsä,2018,12.1
Järvenpää,2018,22.9
Kaarina,2018,15.1
Kaavi,2018,8.9
Kajaani,2018,18.2
Kalajoki,2018,14.5
Kangasala,2018,17.5
Kangasniemi,2018,11.3
Kankaanpää,2018,17.0
Kannonkoski,2018,6.4
Kannus,2018,14.6
Karijoki,2018,18.0
Karkkila,2018,18.1
Karstula,2018,17.8
Karvia,2018,7.9
Kaskinen,2018,17.6
Kauhajoki,2018,18.8
Kauhava,2018,13.2
Kauniainen,2018,13.4
Kaustinen,2018,11.3
Keitele,2018,15.2
Kemi,2018,22.8
Kemijärvi,2018,11.2
Keminmaa,2018,14.3
Kimitoön,2018,13.7
Kempele,2018,15.5
Kerava,2018,21.7
Keuruu,2018,13.1
Kihniö,2018,10.4
Kinnula,2018,16.0
Kirkkonummi,2018,15.2
Kitee,2018,15.2
Kittilä,2018,10.9
Kiuruvesi,2018,12.7
Kivijärvi,2018,25.6
Kokemäki,2018,17.3
Kokkola,2018,15.6
Kolari,2018,26.5
Konnevesi,2018,12.8
Kontiolahti,2018,13.2
Korsnäs,2018,7.3
Koski Tl,2018,19.5
Kotka,2018,18.1
Kouvola,2018,21.3
Kristinestad,2018,6.1
Kronoby,2018,6.1
Kuhmo,2018,7.0
Kuhmoinen,2018,13.4
Kumlinge,2018,0.0
Kuopio,2018,21.5
Kuortane,2018,12.2
Kurikka,2018,12.6
Kustavi,2018,0.0
Kuusamo,2018,15.1
Kyyjärvi,2018,5.6
Kärkölä,2018,7.2
Kärsämäki,2018,9.3
Kökar,2018,0.0
Lahti,2018,22.1
Laihia,2018,9.1
Laitila,2018,19.0
Lapinjärvi,2018,16.0
Lapinlahti,2018,10.7
Lappajärvi,2018,14.4
Lappeenranta,2018,21.2
Lapua,2018,13.9
Laukaa,2018,15.5
Lemi,2018,2.5
Lemland,2018,10.9
Lempäälä,2018,17.3
Leppävirta,2018,12.5
Lestijärvi,2018,29.1
Lieksa,2018,8.2
Lieto,2018,15.3
Liminka,2018,12.9
Liperi,2018,9.1
Lohja,2018,18.5
Loimaa,2018,18.0
Loppi,2018,13.6
Loviisa,2018,17.4
Luhanka,2018,0.0
Lumijoki,2018,7.3
Lumparland,2018,0.0
Larsmo,2018,3.4
Luumäki,2018,14.3
Malax,2018,8.8
Mariehamn,2018,24.8
Marttila,2018,18.5
Masku,2018,11.2
Merijärvi,2018,0.0
Merikarvia,2018,2.5
Miehikkälä,2018,28.8
Mikkeli,2018,18.2
Muhos,2018,14.7
Multia,2018,23.1
Muonio,2018,6.8
Korsholm,2018,8.4
Muurame,2018,15.4
Mynämäki,2018,11.1
Myrskylä,2018,18.4
Mäntsälä,2018,16.9
Mänttä-Vilppula,2018,17.2
Mäntyharju,2018,19.6
Naantali,2018,15.6
Nakkila,2018,13.7
Nivala,2018,8.9
Nokia,2018,17.8
Nousiainen,2018,18.2
Nurmes,2018,16.3
Nurmijärvi,2018,16.4
Närpes,2018,10.0
Orimattila,2018,18.6
Oripää,2018,17.8
Orivesi,2018,17.7
Oulainen,2018,12.4
Oulu,2018,18.7
Outokumpu,2018,7.8
Padasjoki,2018,5.7
Paimio,2018,17.0
Paltamo,2018,17.0
Pargas,2018,14.0
Parikkala,2018,11.3
Parkano,2018,10.4
Pedersöre,2018,3.8
Pelkosenniemi,2018,0.0
Pello,2018,13.1
Perho,2018,7.9
Pertunmaa,2018,17.0
Petäjävesi,2018,22.7
Pieksämäki,2018,14.7
Pielavesi,2018,8.0
Jakobstad,2018,12.5
Pihtipudas,2018,11.2
Pirkkala,2018,15.8
Polvijärvi,2018,13.2
Pomarkku,2018,3.3
Pori,2018,20.5
Pornainen,2018,6.1
Porvoo,2018,18.5
Posio,2018,10.2
Pudasjärvi,2018,6.3
Pukkila,2018,12.3
Punkalaidun,2018,23.7
Puolanka,2018,3.4
Puumala,2018,3.9
Pyhtää,2018,15.7
Pyhäjoki,2018,11.7
Pyhäjärvi,2018,12.2
Pyhäntä,2018,19.5
Pyhäranta,2018,6.7
Pälkäne,2018,18.4
Pöytyä,2018,18.6
Raahe,2018,16.2
Raasepori,2018,15.7
Raisio,2018,15.3
Rantasalmi,2018,11.5
Ranua,2018,8.5
Rauma,2018,17.9
Rautalampi,2018,8.2
Rautavaara,2018,21.7
Rautjärvi,2018,24.0
Reisjärvi,2018,14.0
Riihimäki,2018,23.1
Ristijärvi,2018,12.9
Rovaniemi,2018,19.6
Ruokolahti,2018,14.8
Ruovesi,2018,11.3
Rusko,2018,17.0
Rääkkylä,2018,7.4
Saarijärvi,2018,16.4
Salla,2018,15.2
Salo,2018,19.3
Saltvik,2018,4.9
Sastamala,2018,19.1
Sauvo,2018,11.0
Savitaipale,2018,5.3
Savonlinna,2018,15.4
Savukoski,2018,28.0
Seinäjoki,2018,18.8
Sievi,2018,11.8
Siikainen,2018,10.4
Siikajoki,2018,4.2
Siikalatva,2018,6.2
Siilinjärvi,2018,19.4
Simo,2018,0.0
Sipoo,2018,17.7
Siuntio,2018,10.9
Sodankylä,2018,12.9
Soini,2018,13.5
Somero,2018,6.5
Sonkajärvi,2018,4.0
Sotkamo,2018,10.8
Sottunga,2018,0.0
Sulkava,2018,20.0
Sund,2018,16.8
Suomussalmi,2018,17.0
Suonenjoki,2018,13.2
Sysmä,2018,7.7
Säkylä,2018,13.4
Taipalsaari,2018,8.1
Taivalkoski,2018,6.3
Taivassalo,2018,12.8
Tammela,2018,17.1
Tampere,2018,22.5
Tervo,2018,5.2
Tervola,2018,16.1
Teuva,2018,11.9
Tohmajärvi,2018,10.1
Toholampi,2018,16.1
Toivakka,2018,25.2
Tornio,2018,14.9
Turku,2018,22.7
Tuusniemi,2018,17.9
Tuusula,2018,16.1
Tyrnävä,2018,11.3
Ulvila,2018,21.1
Urjala,2018,20.8
Utajärvi,2018,21.1
Utsjoki,2018,22.4
Uurainen,2018,17.2
Nykarleby,2018,6.5
Uusikaupunki,2018,16.6
Vaala,2018,12.0
Vaasa,2018,17.6
Valkeakoski,2018,16.3
Vantaa,2018,20.6
Varkaus,2018,19.0
Vehmaa,2018,20.8
Vesanto,2018,13.6
Vesilahti,2018,12.5
Veteli,2018,4.5
Vieremä,2018,12.2
Vihti,2018,18.7
Viitasaari,2018,12.1
Vimpeli,2018,11.7
Virolahti,2018,28.4
Virrat,2018,6.4
Vårdö,2018,17.5
Vöyri,2018,5.5
Ylitornio,2018,14.8
Ylivieska,2018,13.5
Ylöjärvi,2018,13.5
Ypäjä,2018,27.6
Ähtäri,2018,6.7
Äänekoski,2018,19.6
Akaa,2019,16.3
Alajärvi,2019,14.4
Alavieska,2019,15.7
Alavus,2019,14.1
Asikkala,2019,17.7
Askola,2019,8.7
Aura,2019,14.1
Brändö,2019,0.0
Eckerö,2019,18.2
Enonkoski,2019,25.0
Enontekiö,2019,9.7
Espoo,2019,17.8
Eura,2019,14.1
Eurajoki,2019,19.5
Evijärvi,2019,3.0
Finström,2019,18.1
Forssa,2019,25.1
Föglö,2019,0.0
Geta,2019,0.0
Haapajärvi,2019,11.2
Haapavesi,2019,16.0
Hailuoto,2019,9.3
Halsua,2019,13.3
Hamina,2019,17.5
Hammarland,2019,5.5
Hankasalmi,2019,11.9
Hanko,2019,21.7
Harjavalta,2019,28.9
Hartola,2019,11.5
Hattula,2019,16.5
Hausjärvi,2019,15.3
Heinola,2019,14.9
Heinävesi,2019,5.7
Helsinki,2019,20.1
Hirvensalmi,2019,22.9
Hollola,2019,11.3
Huittinen,2019,23.4
Humppila,2019,13.9
Hyrynsalmi,2019,7.7
Hyvinkää,2019,20.5
Hämeenkyrö,2019,12.6
Hämeenlinna,2019,19.3
Ii,2019,16.2
Iisalmi,2019,25.1
Iitti,2019,18.3
Ikaalinen,2019,16.3
Ilmajoki,2019,11.6
Ilomantsi,2019,13.9
Imatra,2019,23.2
Inari,2019,15.0
Ingå,2019,4.9
Isojoki,2019,8.0
Isokyrö,2019,18.9
Janakkala,2019,23.9
Joensuu,2019,22.5
Jokioinen,2019,15.9
Jomala,2019,11.4
Joroinen,2019,18.0
Joutsa,2019,6.4
Juuka,2019,17.5
Juupajoki,2019,8.6
Juva,2019,11.3
Jyväskylä,2019,20.3
Jämijärvi,2019,9.2
Jämsä,2019,14.9
Järvenpää,2019,22.2
Kaarina,2019,16.0
Kaavi,2019,9.2
Kajaani,2019,21.4
Kalajoki,2019,9.4
Kangasala,2019,15.0
Kangasniemi,2019,8.2
Kankaanpää,2019,15.8
Kannonkoski,2019,6.7
Kannus,2019,16.2
Karijoki,2019,0.0
Karkkila,2019,25.2
Karstula,2019,10.2
Karvia,2019,20.7
Kaskinen,2019,36.6
Kauhajoki,2019,14.4
Kauhava,2019,16.1
Kauniainen,2019,15.4
Kaustinen,2019,6.5
Keitele,2019,24.6
Kemi,2019,20.2
Kemijärvi,2019,17.2
Keminmaa,2019,17.9
Kimitoön,2019,19.7
Kempele,2019,16.7
Kerava,2019,21.5
Keuruu,2019,19.1
Kihniö,2019,10.9
Kinnula,2019,17.1
Kirkkonummi,2019,20.0
Kitee,2019,14.6
Kittilä,2019,20.0
Kiuruvesi,2019,17.8
Kivijärvi,2019,8.9
