Municipality,Year,divorces/1000
Kajaani,1997,15.8
Kalajoki,1997,3.7
Kangasala,1997,9.8
Kangasniemi,1997,11.3
Kankaanpää,1997,12.2
Kannonkoski,1997,7.8
Kannus,1997,7.7
Karijoki,1997,0.0
Karkkila,1997,12.8
Karstula,1997,12.2
Karvia,1997,12.0
Kaskinen,1997,14.6
Kauhajoki,1997,9.7
Kauhava,1997,4.7
Kauniainen,1997,13.0
Kaustinen,1997,4.9
Keitele,1997,17.0
Kemi,1997,19.9
Kemijärvi,1997,11.2
Keminmaa,1997,12.4
Kimitoön,1997,7.2
Kempele,1997,11.4
Kerava,1997,20.9
Keuruu,1997,11.1
Kihniö,1997,6.8
Kinnula,1997,9.8
Kirkkonummi,1997,14.3
Kitee,1997,9.0
Kittilä,1997,15.5
Kiuruvesi,1997,11.4
Kivijärvi,1997,7.4
Kokemäki,1997,10.1
Kokkola,1997,11.6
Kolari,1997,9.1
Konnevesi,1997,13.3
Kontiolahti,1997,11.3
Korsnäs,1997,5.1
Koski Tl,1997,7.3
Kotka,1997,16.9
Kouvola,1997,17.9
Kristinestad,1997,2.8
Kronoby,1997,5.4
Kuhmo,1997,9.9
Kuhmoinen,1997,11.2
Kumlinge,1997,14.3
Kuopio,1997,16.9
Kuortane,1997,4.9
Kurikka,1997,9.6
Kustavi,1997,6.1
Kuusamo,1997,11.0
Kyyjärvi,1997,20.0
Kärkölä,1997,9.5
Kärsämäki,1997,13.1
Kökar,1997,20.8
Lahti,1997,19.3
Laihia,1997,6.6
Laitila,1997,10.0
Lapinjärvi,1997,11.9
Lapinlahti,1997,14.2
Lappajärvi,1997,4.1
Lappeenranta,1997,15.2
Lapua,1997,7.7
Laukaa,1997,8.3
Lemi,1997,12.9
Lemland,1997,3.5
Lempäälä,1997,18.2
Leppävirta,1997,9.1
Lestijärvi,1997,6.0
Lieksa,1997,18.5
Lieto,1997,11.5
Liminka,1997,14.1
Liperi,1997,12.3
Lohja,1997,15.5
Loimaa,1997,13.2
Loppi,1997,12.4
Loviisa,1997,13.0
Luhanka,1997,0.0
Lumijoki,1997,12.3
Lumparland,1997,0.0
Larsmo,1997,1.4
Luumäki,1997,14.4
Malax,1997,4.4
Mariehamn,1997,17.2
Marttila,1997,17.5
Masku,1997,8.4
Merijärvi,1997,5.2
Merikarvia,1997,13.5
Miehikkälä,1997,4.6
Mikkeli,1997,15.6
Muhos,1997,14.4
Multia,1997,3.1
Muonio,1997,10.7
Korsholm,1997,8.8
Muurame,1997,15.5
Mynämäki,1997,7.2
Myrskylä,1997,6.2
Mäntsälä,1997,20.1
Mänttä-Vilppula,1997,16.0
Mäntyharju,1997,10.1
Naantali,1997,17.7
Nakkila,1997,7.0
Nivala,1997,9.7
Nokia,1997,15.7
Nousiainen,1997,11.8
Nurmes,1997,7.3
Nurmijärvi,1997,15.5
Närpes,1997,6.0
Orimattila,1997,14.4
Oripää,1997,14.6
Orivesi,1997,17.0
Oulainen,1997,10.1
Oulu,1997,15.9
Outokumpu,1997,17.4
Padasjoki,1997,12.3
Paimio,1997,11.5
Paltamo,1997,4.2
Pargas,1997,5.6
Parikkala,1997,8.1
Parkano,1997,13.6
Pedersöre,1997,4.7
Pelkosenniemi,1997,27.2
Pello,1997,9.7
Perho,1997,7.8
Pertunmaa,1997,11.9
Petäjävesi,1997,17.8
Pieksämäki,1997,16.8
Pielavesi,1997,12.7
Jakobstad,1997,12.0
Pihtipudas,1997,15.8
Pirkkala,1997,17.2
Polvijärvi,1997,9.2
Pomarkku,1997,4.1
Pori,1997,13.1
Pornainen,1997,7.2
Porvoo,1997,15.1
Posio,1997,9.6
Pudasjärvi,1997,12.6
Pukkila,1997,6.5
Punkalaidun,1997,8.3
Puolanka,1997,7.7
Puumala,1997,6.3
Pyhtää,1997,6.9
Pyhäjoki,1997,9.6
Pyhäjärvi,1997,6.3
Pyhäntä,1997,7.1
Pyhäranta,1997,13.3
Pälkäne,1997,16.0
Pöytyä,1997,9.8
Raahe,1997,8.0
Raasepori,1997,13.5
Raisio,1997,15.8
Rantasalmi,1997,8.0
Ranua,1997,9.2
Rauma,1997,13.4
Rautalampi,1997,6.4
Rautavaara,1997,7.1
Rautjärvi,1997,14.0
Reisjärvi,1997,9.6
Riihimäki,1997,21.8
Ristijärvi,1997,7.2
Rovaniemi,1997,21.2
Ruokolahti,1997,8.9
Ruovesi,1997,11.1
Rusko,1997,5.7
Rääkkylä,1997,6.0
Saarijärvi,1997,10.4
Salla,1997,11.8
Salo,1997,15.0
Saltvik,1997,23.6
Sastamala,1997,11.7
Sauvo,1997,15.8
Savitaipale,1997,10.3
Savonlinna,1997,11.4
Savukoski,1997,13.6
Seinäjoki,1997,13.9
Sievi,1997,14.7
Siikainen,1997,16.9
Siikajoki,1997,10.7
Siikalatva,1997,12.1
Siilinjärvi,1997,12.7
Simo,1997,6.6
Sipoo,1997,11.4
Siuntio,1997,9.5
Sodankylä,1997,4.9
Soini,1997,4.0
Somero,1997,10.3
Sonkajärvi,1997,10.1
Sotkamo,1997,9.1
Sottunga,1997,0.0
Sulkava,1997,12.0
Sund,1997,6.2
Suomussalmi,1997,16.1
Suonenjoki,1997,15.6
Sysmä,1997,8.5
Säkylä,1997,12.8
Taipalsaari,1997,15.0
Taivalkoski,1997,12.7
Taivassalo,1997,3.1
Tammela,1997,10.3
Tampere,1997,18.7
Tervo,1997,10.0
Tervola,1997,13.9
Teuva,1997,4.9
Tohmajärvi,1997,9.1
Toholampi,1997,10.3
Toivakka,1997,5.2
Tornio,1997,11.6
Turku,1997,22.8
Tuusniemi,1997,5.4
Tuusula,1997,12.3
Tyrnävä,1997,13.2
Ulvila,1997,12.8
Urjala,1997,8.8
Utajärvi,1997,7.6
Utsjoki,1997,4.4
Uurainen,1997,7.7
Nykarleby,1997,6.6
Uusikaupunki,1997,13.8
Vaala,1997,10.8
Vaasa,1997,17.0
Valkeakoski,1997,11.7
Vantaa,1997,20.2
Varkaus,1997,15.8
Vehmaa,1997,11.8
Vesanto,1997,9.1
Vesilahti,1997,8.7
Veteli,1997,8.6
Vieremä,1997,6.7
Vihti,1997,15.5
Viitasaari,1997,11.6
Vimpeli,1997,6.1
Virolahti,1997,9.2
Virrat,1997,12.6
Vårdö,1997,0.0
Vöyri,1997,9.2
Ylitornio,1997,6.4
Ylivieska,1997,12.1
Ylöjärvi,1997,15.3
Ypäjä,1997,12.0
Ähtäri,1997,14.3
Äänekoski,1997,12.7
Akaa,1998,18.3
Alajärvi,1998,5.0
Alavieska,1998,2.2
Alavus,1998,8.1
Asikkala,1998,10.9
Askola,1998,14.5
Aura,1998,10.4
Brändö,1998,13.7
Eckerö,1998,8.2
Enonkoski,1998,6.7
Enontekiö,1998,19.4
Espoo,1998,17.9
Eura,1998,13.4
Eurajoki,1998,10.8
Evijärvi,1998,3.7
Finström,1998,2.7
Forssa,1998,15.9
Föglö,1998,11.5
Geta,1998,13.3
Haapajärvi,1998,12.1
Haapavesi,1998,8.0
Hailuoto,1998,12.8
Halsua,1998,7.1
Hamina,1998,13.7
Hammarland,1998,4.3
Hankasalmi,1998,16.5
Hanko,1998,11.5
Harjavalta,1998,12.2
Hartola,1998,17.4
Hattula,1998,14.9
Hausjärvi,1998,20.5
Heinola,1998,15.1
Heinävesi,1998,2.8
Helsinki,1998,23.9
Hirvensalmi,1998,10.3
Hollola,1998,12.4
Huittinen,1998,15.2
Humppila,1998,4.8
Hyrynsalmi,1998,8.4
Hyvinkää,1998,23.5
Hämeenkyrö,1998,14.2
Hämeenlinna,1998,17.3
Ii,1998,6.8
Iisalmi,1998,15.8
Iitti,1998,13.3
Ikaalinen,1998,9.9
Ilmajoki,1998,7.5
Ilomantsi,1998,7.7
Imatra,1998,16.8
Inari,1998,22.4
Ingå,1998,9.4
Isojoki,1998,7.3
Isokyrö,1998,8.0
Janakkala,1998,15.3
Joensuu,1998,17.2
Jokioinen,1998,8.0
Jomala,1998,10.9
Joroinen,1998,8.9
Joutsa,1998,12.9
Juuka,1998,10.7
Juupajoki,1998,10.3
Juva,1998,6.3
Jyväskylä,1998,18.6
Jämijärvi,1998,7.7
Jämsä,1998,12.7
Järvenpää,1998,18.8
Kaarina,1998,13.4
Kaavi,1998,9.3
Kajaani,1998,16.1
Kalajoki,1998,9.5
Kangasala,1998,13.2
Kangasniemi,1998,14.4
Kankaanpää,1998,11.2
Kannonkoski,1998,7.9
Kannus,1998,6.8
Karijoki,1998,3.4
Karkkila,1998,11.5
Karstula,1998,3.4
Karvia,1998,6.0
Kaskinen,1998,18.1
Kauhajoki,1998,11.5
Kauhava,1998,8.9
Kauniainen,1998,14.6
Kaustinen,1998,10.0
Keitele,1998,10.8
Kemi,1998,15.7
Kemijärvi,1998,15.1
Keminmaa,1998,10.0
Kimitoön,1998,19.0
Kempele,1998,13.5
Kerava,1998,23.0
Keuruu,1998,9.7
Kihniö,1998,4.6
Kinnula,1998,3.2
Kirkkonummi,1998,18.2
Kitee,1998,11.0
Kittilä,1998,7.8
Kiuruvesi,1998,13.1
Kivijärvi,1998,19.6
Kokemäki,1998,13.7
Kokkola,1998,12.1
Kolari,1998,7.7
Konnevesi,1998,11.6
Kontiolahti,1998,10.7
Korsnäs,1998,5.0
Koski Tl,1998,5.0
Kotka,1998,19.0
Kouvola,1998,18.3
Kristinestad,1998,4.3
Kronoby,1998,2.3
Kuhmo,1998,12.8
Kuhmoinen,1998,18.1
Kumlinge,1998,50.0
Kuopio,1998,19.2
Kuortane,1998,6.2
Kurikka,1998,10.7
Kustavi,1998,12.2
Kuusamo,1998,11.7
Kyyjärvi,1998,6.8
Kärkölä,1998,20.5
Kärsämäki,1998,5.7
Kökar,1998,43.5
Lahti,1998,18.8
Laihia,1998,8.9
Laitila,1998,14.2
Lapinjärvi,1998,6.0
Lapinlahti,1998,14.3
Lappajärvi,1998,6.9
Lappeenranta,1998,17.0
Lapua,1998,14.2
Laukaa,1998,12.9
Lemi,1998,9.0
Lemland,1998,3.6
Lempäälä,1998,10.4
Leppävirta,1998,14.3
Lestijärvi,1998,6.2
Lieksa,1998,12.6
Lieto,1998,6.9
Liminka,1998,12.0
Liperi,1998,10.4
Lohja,1998,15.7
Loimaa,1998,10.3
Loppi,1998,8.5
Loviisa,1998,13.6
Luhanka,1998,14.6
Lumijoki,1998,16.3
Lumparland,1998,0.0
Larsmo,1998,4.4
Luumäki,1998,9.9
Malax,1998,4.4
Mariehamn,1998,21.7
Marttila,1998,14.6
Masku,1998,10.5
Merijärvi,1998,0.0
Merikarvia,1998,13.9
Miehikkälä,1998,4.7
Mikkeli,1998,14.5
Muhos,1998,9.7
Multia,1998,9.6
Muonio,1998,2.2
Korsholm,1998,7.5
Muurame,1998,13.3
Mynämäki,1998,16.2
Myrskylä,1998,12.9
Mäntsälä,1998,15.8
Mänttä-Vilppula,1998,15.4
Mäntyharju,1998,16.0
Naantali,1998,16.6
Nakkila,1998,16.0
Nivala,1998,9.8
Nokia,1998,15.8
Nousiainen,1998,6.7
Nurmes,1998,9.0
Nurmijärvi,1998,12.3
Närpes,1998,4.9
Orimattila,1998,18.6
Oripää,1998,5.0
Orivesi,1998,14.3
Oulainen,1998,8.5
Oulu,1998,18.4
Outokumpu,1998,16.3
Padasjoki,1998,12.5
Paimio,1998,16.8
Paltamo,1998,10.1
Pargas,1998,11.8
Parikkala,1998,13.0
Parkano,1998,9.6
Pedersöre,1998,4.2
Pelkosenniemi,1998,22.2
Pello,1998,7.8
Perho,1998,2.0
Pertunmaa,1998,11.9
Petäjävesi,1998,14.3
Pieksämäki,1998,17.1
Pielavesi,1998,12.0
Jakobstad,1998,9.8
Pihtipudas,1998,8.7
Pirkkala,1998,11.0
Polvijärvi,1998,9.4
Pomarkku,1998,17.1
Pori,1998,17.2
Pornainen,1998,9.7
Porvoo,1998,17.6
Posio,1998,1.2
Pudasjärvi,1998,12.3
Pukkila,1998,16.0
Punkalaidun,1998,8.7
Puolanka,1998,19.1
Puumala,1998,6.4
Pyhtää,1998,21.5
Pyhäjoki,1998,6.4
Pyhäjärvi,1998,13.0
Pyhäntä,1998,3.6
Pyhäranta,1998,0.0
Pälkäne,1998,14.3
Pöytyä,1998,13.8
Raahe,1998,9.2
Raasepori,1998,12.9
Raisio,1998,20.2
Rantasalmi,1998,22.1
Ranua,1998,9.4
Rauma,1998,14.8
Rautalampi,1998,10.0
Rautavaara,1998,10.0
Rautjärvi,1998,19.7
Reisjärvi,1998,3.9
Riihimäki,1998,21.4
Ristijärvi,1998,3.6
Rovaniemi,1998,16.8
Ruokolahti,1998,12.8
Ruovesi,1998,11.2
Rusko,1998,8.6
Rääkkylä,1998,6.0
Saarijärvi,1998,13.8
Salla,1998,16.1
Salo,1998,10.7
Saltvik,1998,15.9
Sastamala,1998,10.8
Sauvo,1998,9.8
Savitaipale,1998,10.3
Savonlinna,1998,16.0
Savukoski,1998,19.1
Seinäjoki,1998,16.5
Sievi,1998,5.4
Siikainen,1998,5.7
Siikajoki,1998,8.6
Siikalatva,1998,3.6
Siilinjärvi,1998,13.4
Simo,1998,4.0
Sipoo,1998,10.1
Siuntio,1998,10.2
Sodankylä,1998,10.8
Soini,1998,8.4
Somero,1998,15.7
Sonkajärvi,1998,10.4
Sotkamo,1998,8.6
Sottunga,1998,0.0
Sulkava,1998,7.0
Sund,1998,6.2
Suomussalmi,1998,8.9
Suonenjoki,1998,18.4
Sysmä,1998,17.8
Säkylä,1998,13.0
Taipalsaari,1998,14.2
Taivalkoski,1998,9.7
Taivassalo,1998,3.0
Tammela,1998,5.6
Tampere,1998,20.3
