Municipality,Year,0
Ulvila,2013,-2.031815629729585
Ulvila,2014,-1.6641893552819633
Ulvila,2015,-1.4447863150475337
Ulvila,2016,1.2377939006280745
Ulvila,2017,1.034034651697311
Ulvila,2018,0.7209538409894687
Ulvila,2019,3.653824144660075
Ulvila,2020,0.060795772520048974
Ulvila,2021,0.02643534097572764
Ulvila,2022,1.0027115753761213
Ulvila,2023,1.684009655841609
Urjala,1997,-1.9612447508295128
Urjala,1998,-1.734842037045823
Urjala,1999,-2.761084783887413
Urjala,2000,-2.7185466134792144
Urjala,2001,-2.065403775857149
Urjala,2002,-1.904638780274938
Urjala,2003,-2.213433835812187
Urjala,2004,0.5512499233044268
Urjala,2005,0.47247051598567935
Urjala,2006,0.24984499088217677
Urjala,2007,1.7146139785192105
Urjala,2008,0.4582122704645569
Urjala,2009,0.6828895677375557
Urjala,2010,-1.8564905094673534
Urjala,2011,0.1428808593122769
Urjala,2012,2.572478995130276
Urjala,2013,2.391930803837608
Urjala,2014,0.47586714027495775
Urjala,2015,1.315335549603069
Urjala,2016,0.4419066539500479
Urjala,2017,3.254660660142008
Urjala,2018,5.294049591601044
Urjala,2019,6.574926459149205
Urjala,2020,6.524003007978663
Urjala,2021,7.235601165033143
Urjala,2022,4.675346660908681
Urjala,2023,3.8651462961195833
Utajärvi,1997,-1.3699501200126079
Utajärvi,1998,-0.8930790442302905
Utajärvi,1999,0.4166226226822205
Utajärvi,2000,0.8977697536473264
Utajärvi,2001,1.0682020435934132
Utajärvi,2002,0.29132016484816314
Utajärvi,2003,2.9980512493896967
Utajärvi,2004,2.70068494938824
Utajärvi,2005,2.4992052773052564
Utajärvi,2006,6.890729150529477
Utajärvi,2007,6.663231723070021
Utajärvi,2008,4.13779880990748
Utajärvi,2009,5.418899715016277
Utajärvi,2010,5.904730817548862
Utajärvi,2011,3.42862801374281
Utajärvi,2012,1.7275894839817083
Utajärvi,2013,2.52210109377671
Utajärvi,2014,-0.025523587210320997
Utajärvi,2015,-1.7226482148428919
Utajärvi,2016,4.494260600599937
Utajärvi,2017,5.1195014645133075
Utajärvi,2018,2.4313889582355683
Utajärvi,2019,1.271398440560337
Utajärvi,2020,0.32068817092448876
Utajärvi,2021,3.0659156436729003
Utajärvi,2022,2.017239513815139
Utajärvi,2023,0.9577232098557968
Utsjoki,1997,5.540949025794561
Utsjoki,1998,6.845094720782864
Utsjoki,1999,9.955233559085446
Utsjoki,2000,7.93595758737007
Utsjoki,2001,8.7295500424926
Utsjoki,2002,15.799687718878573
Utsjoki,2003,16.10658929085418
Utsjoki,2004,10.607542585905607
Utsjoki,2005,16.39106286897764
Utsjoki,2006,19.68811515363309
Utsjoki,2007,14.621749324178783
Utsjoki,2008,12.099645688785401
Utsjoki,2009,11.620481003367024
Utsjoki,2010,16.18931635297926
Utsjoki,2011,9.428989554756493
Utsjoki,2012,4.860373061689915
Utsjoki,2013,7.15712829025423
